TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.012445	0.123737	0.016334	0.215499	0.022274	0.000795	0.001071	0.002795	0.031215	0.035593	0.017924	0.008283	0.043885	0.023115	0.004335	0.292486	0.148213
A	0.133745	0.011285	0.005122	0.016104	0.003504	0.000087	0.000593	0.000540	0.000773	0.000386	0.001638	0.000382	0.000816	0.000249	0.000509	0.051140	0.773127
boy	0.078415	0.203144	0.061369	0.118830	0.045718	0.001346	0.011390	0.019997	0.002193	0.003756	0.000840	0.000799	0.008778	0.001478	0.003538	0.039676	0.398731
is	0.211299	0.019958	0.013264	0.003448	0.000640	0.000035	0.000771	0.000127	0.000407	0.000273	0.000534	0.000065	0.000798	0.000329	0.000147	0.040458	0.707448
jumping	0.187258	0.030089	0.012277	0.192448	0.013708	0.001163	0.001695	0.001323	0.007982	0.005816	0.001335	0.000880	0.004732	0.000986	0.000603	0.076162	0.461542
on	0.083698	0.020799	0.034568	0.182796	0.139961	0.034470	0.008469	0.003769	0.012377	0.010693	0.002824	0.001196	0.004199	0.000548	0.000564	0.053381	0.405689
skate	0.018139	0.023880	0.051851	0.075202	0.101434	0.130600	0.033928	0.067363	0.013285	0.039618	0.002604	0.002365	0.031000	0.002611	0.021751	0.049646	0.334723
##board	0.031789	0.034003	0.028912	0.121136	0.163250	0.192410	0.034197	0.025637	0.008030	0.029001	0.003284	0.001674	0.017041	0.003081	0.003010	0.051078	0.252468
in	0.083799	0.009321	0.005855	0.035772	0.014300	0.004070	0.002992	0.003377	0.031765	0.018088	0.009439	0.001972	0.010751	0.002713	0.002290	0.090975	0.672522
the	0.128675	0.002960	0.003044	0.031789	0.009527	0.002824	0.001634	0.001944	0.026261	0.007826	0.014393	0.001289	0.003134	0.001949	0.000986	0.099867	0.661900
middle	0.015935	0.001076	0.004484	0.005409	0.006500	0.000936	0.004481	0.006566	0.125767	0.053236	0.031506	0.003557	0.007120	0.009227	0.018450	0.070363	0.635387
of	0.024744	0.001414	0.000977	0.006256	0.007529	0.001284	0.001539	0.002818	0.311389	0.113351	0.257764	0.020778	0.031041	0.012263	0.045488	0.059831	0.101534
a	0.083621	0.000896	0.000710	0.009458	0.003072	0.000346	0.000933	0.001418	0.020941	0.006517	0.118916	0.013210	0.009480	0.006561	0.018932	0.058107	0.646882
red	0.005161	0.001331	0.001032	0.001984	0.002260	0.000406	0.001614	0.005118	0.045079	0.018818	0.089149	0.062300	0.078399	0.029307	0.304437	0.036677	0.316927
bridge	0.007067	0.002575	0.001563	0.006844	0.013124	0.006674	0.003203	0.002971	0.127637	0.069098	0.191259	0.078075	0.111695	0.251468	0.048385	0.016493	0.061868
.	0.029340	0.012354	0.004413	0.009740	0.001606	0.001583	0.001314	0.001095	0.002181	0.000832	0.003101	0.001319	0.004123	0.002147	0.001627	0.053810	0.869414
[SEP]	0.059052	0.062650	0.048954	0.028386	0.023228	0.024689	0.027449	0.026943	0.022679	0.028500	0.016898	0.015697	0.039433	0.019680	0.048282	0.122473	0.385007
