TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.007095	0.068540	0.006565	0.193668	0.108728	0.020945	0.015169	0.012109	0.053602	0.031412	0.016940	0.016238	0.028262	0.004951	0.005016	0.229473	0.181285
A	0.011204	0.027869	0.006744	0.062292	0.064619	0.060483	0.007431	0.012343	0.037966	0.018124	0.020694	0.008567	0.016089	0.001687	0.001984	0.501139	0.140766
boy	0.013989	0.027491	0.021462	0.057001	0.155861	0.209384	0.026966	0.042063	0.039284	0.045835	0.023256	0.017793	0.023561	0.004087	0.011946	0.171673	0.108349
is	0.034761	0.027296	0.006533	0.013989	0.007784	0.004137	0.006850	0.007486	0.017109	0.008368	0.017232	0.005384	0.012072	0.003084	0.005989	0.326744	0.495181
jumping	0.025217	0.008617	0.008880	0.011962	0.019661	0.016984	0.035732	0.031197	0.040537	0.025359	0.093542	0.011376	0.009937	0.005533	0.013704	0.189497	0.452266
on	0.014746	0.007812	0.003053	0.024366	0.018947	0.011713	0.014528	0.024195	0.071027	0.020126	0.058830	0.012046	0.008878	0.001649	0.002327	0.199118	0.506641
skate	0.011933	0.008659	0.004830	0.006930	0.007904	0.012831	0.012292	0.013789	0.028306	0.008585	0.030284	0.013352	0.013112	0.003469	0.008631	0.025624	0.789467
##board	0.011440	0.011007	0.005541	0.010541	0.007568	0.005965	0.010039	0.007621	0.028330	0.014583	0.053561	0.025826	0.027345	0.010653	0.011416	0.121382	0.637181
in	0.023371	0.011323	0.001477	0.007851	0.005156	0.001182	0.003461	0.001508	0.012160	0.005191	0.056332	0.024973	0.032729	0.037234	0.021902	0.247740	0.506410
the	0.020766	0.010603	0.001668	0.007435	0.006469	0.002691	0.004527	0.001821	0.011786	0.005632	0.060090	0.032086	0.022652	0.022242	0.014102	0.318249	0.457179
middle	0.012500	0.003643	0.000649	0.001267	0.000686	0.000163	0.002524	0.000663	0.001438	0.000797	0.010636	0.007877	0.008126	0.036290	0.014936	0.073486	0.824319
of	0.030088	0.015837	0.001341	0.007250	0.001942	0.000251	0.000944	0.000283	0.004511	0.002547	0.016652	0.011186	0.029513	0.056362	0.022121	0.339362	0.459810
a	0.025816	0.016480	0.001428	0.006401	0.003601	0.000897	0.002212	0.000613	0.004693	0.002600	0.026630	0.026555	0.026406	0.065041	0.021915	0.318626	0.450083
red	0.009978	0.001384	0.001048	0.001008	0.000772	0.000470	0.001100	0.000345	0.001298	0.000459	0.011022	0.009884	0.007110	0.077355	0.051521	0.029033	0.796211
bridge	0.016232	0.004522	0.001156	0.001857	0.001833	0.001233	0.002461	0.000593	0.002247	0.001237	0.017632	0.013406	0.008148	0.049277	0.013146	0.023624	0.841397
.	0.019597	0.010112	0.003466	0.018993	0.004921	0.002700	0.002310	0.000956	0.002882	0.001222	0.002662	0.004016	0.003817	0.001801	0.003132	0.022665	0.894748
[SEP]	0.038586	0.011485	0.007207	0.014110	0.007247	0.009867	0.016048	0.005767	0.006367	0.003692	0.007267	0.008191	0.005433	0.012859	0.011171	0.016786	0.817916
