TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.023540	0.342075	0.022664	0.037213	0.001861	0.001950	0.001896	0.000772	0.000191	0.000137	0.000121	0.000293	0.000458	0.000700	0.000277	0.005198	0.560655
A	0.033917	0.012824	0.095161	0.531950	0.049320	0.019010	0.001738	0.001068	0.003214	0.000503	0.000387	0.000505	0.000344	0.001750	0.001392	0.033266	0.213651
boy	0.065327	0.007988	0.017363	0.364722	0.058987	0.033651	0.002615	0.002840	0.005069	0.000960	0.000424	0.000459	0.000614	0.000117	0.001193	0.034286	0.403385
is	0.089107	0.003827	0.029135	0.102644	0.283841	0.073096	0.008513	0.014419	0.003048	0.001155	0.000524	0.000215	0.000329	0.000308	0.000451	0.012246	0.377140
jumping	0.065059	0.001427	0.027597	0.051514	0.007357	0.138903	0.007880	0.008729	0.026909	0.003909	0.001211	0.001369	0.000870	0.000742	0.000254	0.009359	0.646911
on	0.043865	0.000840	0.005927	0.005994	0.061512	0.044312	0.287980	0.335509	0.009244	0.006783	0.001671	0.000732	0.000800	0.000397	0.000299	0.002696	0.191438
skate	0.022590	0.000711	0.001689	0.025933	0.003012	0.015022	0.004845	0.158606	0.047915	0.006129	0.002240	0.006169	0.002915	0.000276	0.001151	0.009792	0.691004
##board	0.043770	0.000254	0.002619	0.013692	0.005226	0.010557	0.007132	0.019393	0.240724	0.025733	0.014144	0.019014	0.004081	0.002015	0.004037	0.033843	0.553766
in	0.028919	0.001733	0.001453	0.001360	0.000698	0.000490	0.002473	0.002652	0.013604	0.078306	0.130271	0.286018	0.221565	0.037442	0.003549	0.026531	0.162938
the	0.081011	0.001091	0.001593	0.002110	0.000515	0.001039	0.000620	0.002147	0.036671	0.019624	0.078512	0.307745	0.047364	0.087019	0.003942	0.068478	0.260520
middle	0.033340	0.001339	0.001431	0.000571	0.000057	0.000043	0.000311	0.000259	0.001648	0.006671	0.006577	0.055518	0.219412	0.098536	0.015790	0.069362	0.489134
of	0.027790	0.000864	0.000446	0.000263	0.000013	0.000004	0.000012	0.000009	0.000280	0.000935	0.013439	0.011571	0.148621	0.226327	0.015472	0.179056	0.374898
a	0.029777	0.000406	0.000459	0.000441	0.000042	0.000025	0.000022	0.000024	0.000689	0.000585	0.007318	0.007680	0.016082	0.320284	0.023155	0.256071	0.336938
red	0.029950	0.000656	0.000394	0.000529	0.000035	0.000023	0.000018	0.000042	0.000168	0.000161	0.002042	0.003282	0.005707	0.010974	0.068192	0.115148	0.762679
bridge	0.008084	0.000426	0.000785	0.005097	0.000053	0.000155	0.000018	0.000029	0.001083	0.000523	0.001258	0.010330	0.006794	0.006743	0.004410	0.269131	0.685081
.	0.027811	0.024865	0.009824	0.024442	0.001326	0.000627	0.000271	0.000129	0.000237	0.000269	0.000315	0.000603	0.001772	0.002601	0.003184	0.069026	0.832699
[SEP]	0.009142	0.007336	0.008741	0.015455	0.001391	0.003846	0.001984	0.001547	0.003945	0.002267	0.002459	0.005188	0.004944	0.003399	0.010145	0.036329	0.881883
