TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.013588	0.299584	0.068018	0.049163	0.008204	0.007696	0.001656	0.003728	0.031282	0.027954	0.002995	0.072501	0.172696	0.003944	0.002021	0.206512	0.028458
A	0.104820	0.052251	0.007300	0.057700	0.001803	0.002855	0.008561	0.007354	0.008055	0.003292	0.000859	0.007102	0.043218	0.003132	0.004287	0.183476	0.503933
boy	0.077145	0.096831	0.012965	0.044404	0.002380	0.003345	0.004922	0.004920	0.006114	0.004893	0.000796	0.006587	0.026948	0.001383	0.004617	0.158752	0.542995
is	0.259834	0.059955	0.014535	0.018572	0.000628	0.001461	0.002938	0.002711	0.004879	0.002414	0.000513	0.001951	0.015667	0.001397	0.002063	0.272805	0.337678
jumping	0.145873	0.108141	0.021930	0.086909	0.003153	0.003602	0.002490	0.002702	0.007847	0.004166	0.002457	0.003372	0.013511	0.001352	0.002164	0.183626	0.406706
on	0.026177	0.201457	0.029931	0.112401	0.019257	0.010424	0.005148	0.003153	0.005792	0.005487	0.001849	0.001785	0.012801	0.000860	0.001579	0.098001	0.463897
skate	0.079069	0.102890	0.029342	0.069336	0.007941	0.012916	0.009579	0.005865	0.004725	0.003139	0.000593	0.002374	0.009370	0.000481	0.002094	0.090422	0.569863
##board	0.040108	0.347444	0.040684	0.097451	0.012693	0.008806	0.010643	0.003961	0.002587	0.003821	0.000340	0.001106	0.010974	0.000193	0.001284	0.074192	0.343714
in	0.055103	0.279861	0.023646	0.185905	0.027206	0.015524	0.010543	0.004420	0.011271	0.012050	0.001308	0.002364	0.021719	0.000741	0.001839	0.108869	0.237632
the	0.074410	0.301579	0.027240	0.181653	0.010790	0.005575	0.005258	0.002842	0.008120	0.007978	0.000702	0.002576	0.019708	0.000368	0.000961	0.157206	0.193033
middle	0.029829	0.075039	0.028725	0.074361	0.064434	0.014781	0.034908	0.014277	0.029696	0.020079	0.008290	0.004222	0.016097	0.003120	0.012064	0.095624	0.474456
of	0.032758	0.341934	0.059533	0.180269	0.031797	0.009972	0.022374	0.011763	0.028501	0.035385	0.002680	0.007406	0.054842	0.002471	0.003522	0.098464	0.076330
a	0.067043	0.355043	0.029322	0.191922	0.008000	0.002537	0.004989	0.004025	0.009486	0.009764	0.000583	0.003253	0.030053	0.000614	0.001086	0.132014	0.150267
red	0.026365	0.077847	0.009139	0.026987	0.005535	0.002690	0.004328	0.003122	0.031152	0.016549	0.009258	0.026224	0.066193	0.004112	0.012917	0.067042	0.610539
bridge	0.034731	0.059919	0.016969	0.038331	0.008252	0.002243	0.004086	0.002441	0.005804	0.006392	0.002169	0.003542	0.016853	0.003352	0.006026	0.051249	0.737641
.	0.252180	0.049318	0.011641	0.037892	0.001926	0.001814	0.001916	0.000957	0.002679	0.002138	0.000555	0.001840	0.011538	0.001333	0.001519	0.074214	0.546540
[SEP]	0.032311	0.009053	0.006116	0.003928	0.002220	0.002539	0.006299	0.001954	0.002415	0.002899	0.002430	0.003010	0.009577	0.004221	0.009787	0.018060	0.883182
