TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.119078	0.006551	0.021088	0.057735	0.026161	0.028852	0.018392	0.010920	0.015464	0.006181	0.008742	0.006239	0.006193	0.002113	0.019160	0.011689	0.635443
A	0.032954	0.016338	0.475985	0.093550	0.046693	0.027611	0.002749	0.030679	0.032109	0.002996	0.001645	0.001024	0.000498	0.000469	0.000893	0.024815	0.208991
boy	0.009120	0.011619	0.005189	0.014517	0.045399	0.084864	0.018995	0.022441	0.014389	0.005888	0.002255	0.002080	0.002505	0.000517	0.001474	0.011035	0.747713
is	0.030933	0.007361	0.005730	0.006321	0.149519	0.342888	0.087009	0.037279	0.083572	0.040502	0.027796	0.026141	0.021878	0.002241	0.003211	0.016081	0.111538
jumping	0.016935	0.007695	0.008946	0.004383	0.003957	0.046135	0.120285	0.273823	0.072242	0.041605	0.012260	0.022499	0.016540	0.005596	0.035250	0.030142	0.281705
on	0.004994	0.000107	0.000207	0.000195	0.001006	0.002245	0.041270	0.916178	0.004575	0.001917	0.000087	0.000768	0.000662	0.000173	0.014604	0.006734	0.004278
skate	0.000966	0.000533	0.000260	0.000306	0.000149	0.000908	0.002803	0.016392	0.003173	0.002128	0.000173	0.001322	0.001605	0.000483	0.002291	0.001211	0.965299
##board	0.004570	0.001282	0.003239	0.002468	0.001162	0.008423	0.014674	0.015781	0.020810	0.022525	0.004230	0.030449	0.023644	0.012835	0.012884	0.011364	0.809661
in	0.022310	0.001873	0.000693	0.002015	0.002041	0.001497	0.002495	0.001150	0.004124	0.005359	0.363257	0.079412	0.068697	0.103521	0.282041	0.035441	0.024074
the	0.009235	0.000640	0.001349	0.001707	0.000765	0.000644	0.000890	0.003002	0.001544	0.001939	0.229564	0.018816	0.009373	0.019086	0.675919	0.009990	0.015537
middle	0.018290	0.000453	0.000506	0.000512	0.004941	0.000857	0.000916	0.000303	0.002143	0.000738	0.000759	0.007237	0.053003	0.024636	0.833980	0.031245	0.019480
of	0.005524	0.000058	0.000345	0.000143	0.000093	0.000082	0.000124	0.000337	0.000239	0.000043	0.000056	0.000354	0.002188	0.003007	0.979037	0.006573	0.001795
a	0.012226	0.000253	0.003090	0.001428	0.000053	0.000104	0.000197	0.008967	0.000878	0.000198	0.000175	0.000337	0.000870	0.010850	0.924239	0.023693	0.012444
red	0.014612	0.001824	0.000772	0.000853	0.000196	0.000488	0.001337	0.007597	0.001160	0.000586	0.000373	0.001390	0.004825	0.033100	0.359103	0.036561	0.535222
bridge	0.002637	0.000489	0.000356	0.000863	0.000102	0.000599	0.000268	0.000231	0.000575	0.000400	0.000103	0.001446	0.005619	0.004872	0.063261	0.003446	0.914733
.	0.018704	0.008266	0.019272	0.051659	0.023071	0.030395	0.009895	0.005480	0.010206	0.003997	0.002361	0.004721	0.007367	0.003907	0.019873	0.008106	0.772720
[SEP]	0.000874	0.000288	0.000487	0.000429	0.000130	0.000432	0.000551	0.000559	0.000243	0.000212	0.000311	0.000188	0.000248	0.000280	0.000258	0.000427	0.994083
