TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.798744	0.013520	0.007047	0.018322	0.008696	0.013989	0.011278	0.008723	0.011371	0.016689	0.007733	0.012650	0.012478	0.005475	0.005836	0.026668	0.020783
A	0.976586	0.014001	0.001379	0.002422	0.000221	0.000239	0.000461	0.000233	0.000142	0.000301	0.000191	0.000378	0.000552	0.000092	0.000045	0.002035	0.000724
boy	0.776599	0.103200	0.056410	0.056561	0.002505	0.000472	0.000448	0.000615	0.000213	0.000419	0.000220	0.000235	0.000664	0.000243	0.000035	0.000610	0.000549
is	0.380790	0.497879	0.032850	0.044467	0.018915	0.018912	0.001840	0.000557	0.000409	0.000395	0.000152	0.000206	0.000287	0.000281	0.000149	0.000883	0.001029
jumping	0.689522	0.185732	0.055468	0.055183	0.003396	0.006253	0.002507	0.000334	0.000117	0.000257	0.000120	0.000065	0.000089	0.000108	0.000030	0.000494	0.000325
on	0.179134	0.142394	0.067429	0.495782	0.062882	0.028332	0.015873	0.003316	0.001913	0.000425	0.000206	0.000211	0.000118	0.000072	0.000090	0.001146	0.000676
skate	0.563988	0.064981	0.057518	0.148051	0.035930	0.091163	0.007051	0.004852	0.017982	0.003346	0.000497	0.000671	0.000533	0.000189	0.000041	0.001345	0.001864
##board	0.544636	0.074916	0.037242	0.056029	0.043908	0.183964	0.035026	0.004437	0.005302	0.008632	0.001948	0.000357	0.000616	0.000595	0.000097	0.000861	0.001435
in	0.144713	0.062442	0.032154	0.144138	0.061590	0.260603	0.138755	0.033800	0.081448	0.028788	0.007833	0.001744	0.000653	0.000383	0.000181	0.000333	0.000443
the	0.216044	0.025408	0.032886	0.131263	0.028312	0.051187	0.181337	0.123098	0.094964	0.074748	0.026754	0.007298	0.003358	0.000523	0.000617	0.001166	0.001039
middle	0.123133	0.006335	0.005635	0.008686	0.016339	0.007576	0.041850	0.037283	0.644917	0.053659	0.032008	0.013551	0.004365	0.002043	0.000764	0.000838	0.001018
of	0.092154	0.014745	0.014185	0.006900	0.005628	0.023481	0.066465	0.024195	0.205048	0.296636	0.144930	0.035780	0.048264	0.016754	0.001888	0.000941	0.002008
a	0.127393	0.018296	0.006717	0.004725	0.000623	0.003890	0.055103	0.012225	0.052804	0.108585	0.403971	0.080414	0.094987	0.016211	0.006154	0.005206	0.002696
red	0.123707	0.002821	0.007426	0.006020	0.002090	0.001796	0.012068	0.013089	0.140438	0.109239	0.167379	0.275394	0.067953	0.041997	0.015436	0.008904	0.004242
bridge	0.075615	0.007733	0.002873	0.010328	0.009912	0.019850	0.005096	0.007254	0.016578	0.072277	0.144531	0.219582	0.218506	0.098970	0.032419	0.034207	0.024267
.	0.090235	0.004555	0.001819	0.001389	0.001161	0.001053	0.002315	0.001157	0.009721	0.032220	0.062613	0.065803	0.263012	0.251156	0.080381	0.064198	0.067212
[SEP]	0.955451	0.000318	0.000128	0.000231	0.000046	0.000103	0.000234	0.000065	0.000205	0.001354	0.001358	0.002019	0.005718	0.002849	0.003134	0.013089	0.013698
