TOKEN	[CLS]	A	boy	is	jumping	on	skate	##board	in	the	middle	of	a	red	bridge	.	[SEP]
[CLS]	0.083903	0.023016	0.006077	0.018656	0.009590	0.015253	0.007535	0.001169	0.007556	0.003588	0.004914	0.009613	0.012785	0.008959	0.005888	0.005286	0.776212
A	0.004442	0.035530	0.074380	0.144732	0.103158	0.071914	0.018031	0.008589	0.171420	0.030203	0.022338	0.010035	0.038922	0.003206	0.001018	0.047900	0.214183
boy	0.005162	0.009475	0.021605	0.017314	0.016427	0.023942	0.024379	0.003522	0.004594	0.002163	0.003460	0.001806	0.003294	0.000841	0.000249	0.028447	0.833321
is	0.011029	0.101261	0.032492	0.030771	0.078137	0.064771	0.025615	0.005981	0.158541	0.041718	0.029519	0.014538	0.046701	0.005893	0.002402	0.054146	0.296483
jumping	0.004712	0.022785	0.035023	0.026278	0.022592	0.053984	0.035692	0.056769	0.181738	0.043140	0.074935	0.012436	0.039539	0.005202	0.009799	0.032480	0.342899
on	0.009522	0.022547	0.014558	0.009809	0.013427	0.025805	0.049585	0.066521	0.055096	0.013823	0.030035	0.003167	0.023359	0.003023	0.003225	0.025284	0.631214
skate	0.008867	0.014991	0.007331	0.008220	0.004088	0.003388	0.003360	0.015671	0.014562	0.003726	0.004791	0.001163	0.005271	0.000792	0.001395	0.011765	0.890621
##board	0.007356	0.018633	0.013823	0.038306	0.006571	0.004872	0.016257	0.007735	0.015574	0.005872	0.016491	0.001775	0.008406	0.005610	0.003251	0.012764	0.816702
in	0.011946	0.016216	0.004184	0.021671	0.003676	0.001917	0.011260	0.002685	0.028404	0.013639	0.306640	0.022177	0.051346	0.143099	0.161805	0.023031	0.176304
the	0.020955	0.033644	0.008565	0.043211	0.006432	0.007180	0.008918	0.003216	0.068241	0.022311	0.304893	0.059291	0.073910	0.093025	0.022927	0.035825	0.187454
middle	0.011331	0.003166	0.002688	0.008695	0.001710	0.000435	0.002624	0.001383	0.005960	0.002807	0.020208	0.006774	0.017228	0.058659	0.082027	0.005518	0.768787
of	0.011567	0.011598	0.004929	0.022819	0.001813	0.000228	0.001862	0.000306	0.008753	0.002594	0.009821	0.003048	0.023508	0.251706	0.059264	0.027579	0.558604
a	0.013767	0.013164	0.008119	0.026801	0.003244	0.001217	0.003932	0.000742	0.021020	0.004856	0.019737	0.011095	0.044031	0.263088	0.032333	0.038812	0.494040
red	0.006539	0.001537	0.003315	0.001500	0.000666	0.000250	0.000931	0.000748	0.002013	0.000449	0.003055	0.001309	0.003596	0.023506	0.034722	0.013599	0.902266
bridge	0.004137	0.002590	0.002447	0.003328	0.000544	0.000464	0.000829	0.000264	0.001662	0.000516	0.001446	0.001891	0.003013	0.016583	0.004792	0.006778	0.948715
.	0.143256	0.078070	0.015801	0.110852	0.022498	0.023212	0.011835	0.002491	0.022345	0.008565	0.012699	0.012980	0.019541	0.007322	0.009549	0.009733	0.489250
[SEP]	0.011451	0.002822	0.002534	0.001754	0.001628	0.001014	0.001506	0.001202	0.001605	0.000848	0.002036	0.001152	0.001736	0.001418	0.005934	0.003849	0.957509
