TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.060527	0.081597	0.047706	0.064619	0.067686	0.064303	0.053891	0.058912	0.093710	0.079081	0.082816	0.065370	0.053379	0.059297	0.067105
A	0.068130	0.070718	0.043831	0.073463	0.047581	0.073772	0.064433	0.101361	0.058354	0.067302	0.076072	0.058592	0.074795	0.051777	0.069819
person	0.078896	0.074347	0.047458	0.059952	0.061467	0.056404	0.044205	0.082623	0.062644	0.056388	0.091832	0.080103	0.061521	0.057459	0.084701
is	0.059652	0.066069	0.036938	0.072112	0.051522	0.062181	0.057941	0.105055	0.049811	0.061359	0.081569	0.062977	0.072721	0.062751	0.097342
at	0.072279	0.068321	0.029590	0.072406	0.065225	0.068099	0.051531	0.081679	0.045332	0.059887	0.066457	0.059160	0.103128	0.056289	0.100616
a	0.063272	0.064262	0.039579	0.088055	0.054942	0.061062	0.060924	0.083969	0.068369	0.101897	0.070814	0.059735	0.051194	0.050640	0.081287
diner	0.050277	0.054649	0.039978	0.074869	0.062064	0.092031	0.045996	0.084573	0.049482	0.065800	0.075231	0.067870	0.080616	0.069311	0.087255
,	0.057359	0.074952	0.042604	0.072304	0.071981	0.049691	0.060277	0.078632	0.061796	0.069474	0.078504	0.061630	0.063874	0.054032	0.102890
ordering	0.062994	0.082791	0.041394	0.069137	0.051716	0.049425	0.086509	0.094917	0.061949	0.086263	0.067072	0.057495	0.051835	0.046488	0.090015
an	0.062362	0.076563	0.038356	0.058742	0.090300	0.060601	0.046611	0.082572	0.072420	0.060774	0.068580	0.081312	0.058500	0.066234	0.076073
o	0.071413	0.076541	0.064903	0.052870	0.074065	0.053840	0.049225	0.079594	0.065166	0.070430	0.063831	0.077333	0.067900	0.070409	0.062482
##mel	0.082031	0.086303	0.040786	0.066698	0.052565	0.059743	0.047527	0.091451	0.058108	0.071552	0.073885	0.067172	0.064549	0.062946	0.074684
##ette	0.064443	0.064506	0.043020	0.055968	0.071721	0.081150	0.052687	0.092030	0.061563	0.063103	0.058025	0.081734	0.061376	0.083004	0.065672
.	0.051460	0.057782	0.046889	0.086158	0.067119	0.064717	0.059523	0.075780	0.048724	0.077540	0.072965	0.062247	0.062016	0.051255	0.115825
[SEP]	0.046709	0.070327	0.044645	0.070923	0.056064	0.069329	0.071451	0.083017	0.081037	0.085698	0.065219	0.060709	0.069101	0.062811	0.062960
