TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.060044	0.085132	0.099359	0.048933	0.050573	0.047392	0.061584	0.079919	0.062637	0.059943	0.074141	0.084469	0.069266	0.072280	0.044328
A	0.054827	0.088475	0.069688	0.060191	0.062400	0.065621	0.051953	0.083413	0.059631	0.053968	0.094837	0.051467	0.060777	0.089743	0.053007
person	0.049116	0.082636	0.051607	0.058748	0.049232	0.068421	0.097383	0.084736	0.052794	0.055060	0.082879	0.071756	0.071770	0.065858	0.058002
is	0.065972	0.062165	0.079879	0.052630	0.054871	0.053703	0.083365	0.069178	0.060961	0.056309	0.105640	0.076868	0.072534	0.054367	0.051559
at	0.050599	0.053492	0.071983	0.043698	0.059381	0.057359	0.081705	0.088885	0.056183	0.054538	0.093707	0.080319	0.076715	0.069683	0.061751
a	0.044445	0.084682	0.094718	0.069583	0.058311	0.048941	0.076625	0.093878	0.056620	0.049070	0.070337	0.062520	0.063143	0.073948	0.053180
diner	0.056707	0.066865	0.070923	0.054112	0.063798	0.055083	0.075223	0.111971	0.058735	0.059526	0.072617	0.073881	0.063979	0.065290	0.051291
,	0.060118	0.093049	0.080524	0.055230	0.070181	0.056624	0.046040	0.089311	0.070775	0.078809	0.062957	0.057500	0.054207	0.075318	0.049356
ordering	0.070101	0.048550	0.083686	0.049369	0.074498	0.046255	0.069943	0.100488	0.062573	0.041408	0.087621	0.071236	0.064360	0.090244	0.039666
an	0.038194	0.080526	0.055831	0.048361	0.047451	0.065705	0.069790	0.066693	0.071349	0.062243	0.089891	0.085847	0.087260	0.057714	0.073145
o	0.058573	0.060124	0.077737	0.076585	0.051991	0.044980	0.084745	0.077087	0.061826	0.047434	0.077917	0.062574	0.096526	0.068164	0.053738
##mel	0.055669	0.054470	0.094462	0.044986	0.053485	0.061505	0.085294	0.085993	0.049204	0.064950	0.072551	0.069607	0.083617	0.073075	0.051133
##ette	0.043904	0.070586	0.086077	0.038850	0.054556	0.044989	0.059066	0.114900	0.062823	0.052831	0.098251	0.057295	0.070853	0.068940	0.076078
.	0.050813	0.070305	0.067158	0.038242	0.058119	0.059225	0.079789	0.090569	0.052610	0.066610	0.084270	0.068071	0.058719	0.078014	0.077486
[SEP]	0.045922	0.050882	0.064630	0.056713	0.055597	0.047668	0.069243	0.102307	0.058781	0.078312	0.097657	0.065380	0.064700	0.064452	0.077758
