TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.049761	0.063787	0.061072	0.057860	0.091254	0.105400	0.064702	0.054059	0.052366	0.067962	0.052122	0.052646	0.061794	0.094215	0.071001
A	0.103805	0.042929	0.051173	0.050002	0.089084	0.063544	0.069689	0.050817	0.074584	0.057072	0.075538	0.060626	0.063394	0.076636	0.071107
person	0.051991	0.040854	0.052973	0.040255	0.126602	0.086207	0.059336	0.050035	0.061566	0.056157	0.093083	0.082735	0.060948	0.076238	0.061020
is	0.074416	0.045207	0.048516	0.043384	0.110339	0.067933	0.084436	0.048577	0.068231	0.058269	0.077613	0.077604	0.065388	0.058345	0.071743
at	0.051902	0.038444	0.050598	0.056413	0.092580	0.090151	0.064828	0.065512	0.059381	0.055122	0.070008	0.079418	0.065373	0.063127	0.097142
a	0.055287	0.057069	0.051356	0.068520	0.089115	0.093791	0.066953	0.042981	0.064974	0.050469	0.062188	0.071368	0.051711	0.076652	0.097565
diner	0.038945	0.053260	0.044979	0.051280	0.092453	0.130438	0.064111	0.043995	0.051533	0.051870	0.065044	0.069418	0.056513	0.069613	0.116549
,	0.058085	0.066379	0.080645	0.062421	0.096458	0.081597	0.078998	0.055048	0.038894	0.045856	0.076564	0.072693	0.072839	0.061202	0.052321
ordering	0.040596	0.047074	0.078090	0.049545	0.109934	0.106098	0.081704	0.054961	0.045718	0.047521	0.071716	0.047865	0.063056	0.076656	0.079464
an	0.043359	0.036166	0.048827	0.041331	0.118878	0.090792	0.058264	0.055396	0.059860	0.059148	0.061607	0.080923	0.070494	0.084535	0.090419
o	0.064462	0.043368	0.055885	0.063753	0.101384	0.097389	0.071853	0.049975	0.053606	0.052372	0.067701	0.068561	0.074069	0.077751	0.057871
##mel	0.056538	0.055115	0.064819	0.047283	0.100616	0.091761	0.061212	0.045659	0.046038	0.048575	0.068943	0.064020	0.054487	0.087102	0.107830
##ette	0.041703	0.041243	0.063494	0.052840	0.106938	0.078165	0.081904	0.056437	0.069127	0.062124	0.057758	0.063733	0.089841	0.068551	0.066143
.	0.083889	0.047266	0.057164	0.051867	0.085831	0.072837	0.064345	0.060109	0.065177	0.059278	0.060814	0.061089	0.083479	0.078354	0.068501
[SEP]	0.049132	0.056638	0.086177	0.049588	0.112374	0.059323	0.071196	0.059515	0.063538	0.067423	0.053138	0.063861	0.066710	0.078820	0.062568
