TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.068132	0.075436	0.059729	0.062420	0.074569	0.080490	0.079811	0.050321	0.058242	0.063366	0.054642	0.096732	0.062450	0.058494	0.055167
A	0.051561	0.056244	0.071698	0.044326	0.074535	0.077156	0.095960	0.046050	0.079530	0.078917	0.049724	0.083471	0.061353	0.069501	0.059974
person	0.078304	0.059585	0.053666	0.061503	0.070972	0.067894	0.068518	0.051109	0.072668	0.070036	0.039179	0.083564	0.054378	0.069095	0.099527
is	0.054366	0.059429	0.075536	0.052826	0.060050	0.082871	0.087578	0.043767	0.090669	0.087727	0.044202	0.070404	0.070392	0.062417	0.057765
at	0.051046	0.082394	0.079848	0.067943	0.075928	0.048746	0.059544	0.063822	0.068977	0.087938	0.062624	0.092527	0.055925	0.051940	0.050798
a	0.042726	0.106862	0.047666	0.042545	0.062184	0.096494	0.063061	0.040609	0.076867	0.109912	0.070540	0.077346	0.047421	0.055147	0.060621
diner	0.051984	0.067072	0.087143	0.075236	0.076406	0.065009	0.074461	0.053379	0.075025	0.069113	0.065243	0.078174	0.043610	0.068984	0.049161
,	0.063524	0.074430	0.069975	0.071758	0.066154	0.074373	0.063867	0.052825	0.088218	0.085506	0.059354	0.059726	0.044067	0.059118	0.067104
ordering	0.064870	0.086272	0.077783	0.064943	0.058571	0.071302	0.064806	0.063933	0.074521	0.065239	0.068685	0.079964	0.038916	0.076953	0.043242
an	0.052187	0.073786	0.062808	0.071208	0.075040	0.087942	0.063200	0.049085	0.084217	0.078950	0.058284	0.066184	0.051445	0.072877	0.052788
o	0.057275	0.075644	0.063597	0.062558	0.060760	0.073853	0.067520	0.054676	0.091325	0.074483	0.055008	0.068868	0.051873	0.073213	0.069349
##mel	0.061465	0.078209	0.071078	0.070722	0.046946	0.069762	0.106093	0.055242	0.075956	0.065432	0.057410	0.091386	0.033303	0.054382	0.062615
##ette	0.051092	0.078065	0.058595	0.067930	0.048475	0.046277	0.091080	0.062262	0.083645	0.076360	0.066199	0.092629	0.062550	0.065014	0.049826
.	0.053159	0.071844	0.060163	0.051444	0.056760	0.073942	0.066086	0.056770	0.077728	0.081300	0.061133	0.093666	0.063027	0.071080	0.061898
[SEP]	0.050845	0.054420	0.062760	0.054957	0.084928	0.096399	0.054651	0.054126	0.070168	0.082248	0.066595	0.072315	0.072984	0.058393	0.064212
