TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.054934	0.058382	0.080708	0.099548	0.062674	0.078129	0.069540	0.037765	0.072251	0.046366	0.052458	0.082932	0.089603	0.043034	0.071675
A	0.050617	0.043890	0.075835	0.091095	0.051820	0.105030	0.087258	0.036727	0.065361	0.057577	0.044834	0.075730	0.085219	0.070447	0.058558
person	0.060595	0.067091	0.066803	0.082220	0.053818	0.071467	0.062789	0.073277	0.066994	0.051911	0.066287	0.079385	0.065288	0.047767	0.084309
is	0.068337	0.086465	0.104454	0.086823	0.042304	0.091386	0.050542	0.037994	0.073192	0.056448	0.058375	0.081883	0.077434	0.044251	0.040112
at	0.066630	0.089785	0.068366	0.053000	0.054604	0.075303	0.051749	0.063469	0.093749	0.058624	0.066961	0.093076	0.071515	0.051858	0.041310
a	0.050997	0.048707	0.063732	0.087231	0.053131	0.096046	0.067524	0.063350	0.073145	0.036743	0.055164	0.063123	0.097875	0.061091	0.082140
diner	0.078023	0.065971	0.100815	0.067652	0.047203	0.069450	0.047692	0.047538	0.078887	0.062374	0.069964	0.066294	0.083050	0.052506	0.062583
,	0.049501	0.069473	0.068447	0.072510	0.046200	0.104012	0.063208	0.062515	0.087616	0.037947	0.067798	0.081615	0.090383	0.049588	0.049188
ordering	0.064071	0.064332	0.071489	0.089613	0.046400	0.100399	0.065815	0.055556	0.068774	0.040775	0.080754	0.063268	0.073825	0.042770	0.072160
an	0.060651	0.065385	0.105686	0.071781	0.053946	0.069004	0.055839	0.066246	0.063777	0.041814	0.071143	0.064432	0.086279	0.048657	0.075360
o	0.048109	0.049831	0.094189	0.070598	0.047126	0.124555	0.073612	0.046854	0.067499	0.049469	0.049867	0.069949	0.098339	0.057998	0.052004
##mel	0.058194	0.077647	0.106510	0.060630	0.055592	0.084314	0.058206	0.045135	0.077763	0.047083	0.054844	0.077878	0.084677	0.048281	0.063246
##ette	0.067642	0.049825	0.098331	0.083366	0.045102	0.081084	0.053719	0.047504	0.082812	0.050547	0.057005	0.089269	0.077675	0.055448	0.060673
.	0.055276	0.059614	0.151344	0.068416	0.047339	0.074190	0.074608	0.042995	0.068629	0.044717	0.061480	0.058575	0.093329	0.055675	0.043812
[SEP]	0.066259	0.054583	0.076858	0.078131	0.047216	0.096787	0.051721	0.053909	0.076885	0.048223	0.067227	0.064533	0.093822	0.054779	0.069066
