TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.085355	0.051988	0.064216	0.066313	0.071370	0.040605	0.056099	0.065261	0.110068	0.038114	0.067166	0.053927	0.064940	0.049470	0.115109
A	0.066888	0.060408	0.055566	0.077500	0.081007	0.049173	0.080343	0.058337	0.084741	0.064242	0.060707	0.065228	0.057663	0.034674	0.103522
person	0.067853	0.102542	0.062993	0.058938	0.044636	0.082164	0.078639	0.061598	0.079182	0.065732	0.062791	0.049159	0.051569	0.040305	0.091900
is	0.086160	0.079577	0.068393	0.079241	0.079985	0.047770	0.052924	0.053010	0.077466	0.058880	0.053526	0.047684	0.061400	0.056017	0.097966
at	0.076163	0.056384	0.073432	0.070705	0.067452	0.056211	0.068336	0.044925	0.088682	0.066485	0.049586	0.065180	0.072662	0.060636	0.083162
a	0.071464	0.087449	0.081036	0.067076	0.081057	0.056152	0.070672	0.040233	0.092114	0.079805	0.046702	0.055037	0.054112	0.056996	0.060094
diner	0.066735	0.066116	0.072154	0.060554	0.077111	0.052817	0.063534	0.054380	0.067602	0.063287	0.057778	0.047612	0.074087	0.058429	0.117804
,	0.070787	0.070635	0.059562	0.055758	0.059814	0.084567	0.080569	0.051271	0.057529	0.056827	0.072338	0.043655	0.055511	0.068480	0.112696
ordering	0.078031	0.040559	0.078201	0.056727	0.074632	0.060826	0.071408	0.061431	0.083571	0.057099	0.058775	0.079189	0.054316	0.055031	0.090206
an	0.061031	0.069774	0.063645	0.075012	0.060938	0.057991	0.082911	0.053260	0.065277	0.076558	0.051061	0.053719	0.070565	0.040409	0.117849
o	0.093116	0.058239	0.075482	0.064199	0.074020	0.049216	0.057242	0.050047	0.111631	0.058590	0.051129	0.052968	0.057561	0.054239	0.092320
##mel	0.071851	0.064883	0.078628	0.082565	0.082766	0.054668	0.071072	0.045535	0.077558	0.049489	0.047274	0.064930	0.057359	0.036945	0.114476
##ette	0.068940	0.066325	0.118066	0.056654	0.065284	0.061737	0.081621	0.053923	0.082419	0.072960	0.051194	0.050583	0.059707	0.041442	0.069143
.	0.056597	0.050556	0.076391	0.062745	0.071704	0.060841	0.070892	0.056222	0.077283	0.054400	0.076760	0.077263	0.059074	0.051261	0.098011
[SEP]	0.069967	0.052356	0.069804	0.077373	0.061973	0.052988	0.067530	0.059500	0.096510	0.064721	0.049329	0.073261	0.062326	0.055904	0.086459
