TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.063211	0.069690	0.054099	0.075989	0.057111	0.073590	0.044921	0.079640	0.046468	0.065759	0.067695	0.066167	0.068641	0.099972	0.067048
A	0.042582	0.086955	0.045991	0.056425	0.134671	0.065107	0.089902	0.052408	0.040734	0.066302	0.038494	0.051405	0.101178	0.046474	0.081371
person	0.062347	0.079612	0.085331	0.068624	0.087154	0.044964	0.039501	0.070370	0.040918	0.078879	0.065940	0.039223	0.087497	0.059867	0.089772
is	0.063940	0.048112	0.079431	0.108856	0.056053	0.070641	0.054544	0.058180	0.071234	0.067822	0.056952	0.049657	0.061404	0.076293	0.076880
at	0.054872	0.076944	0.056864	0.075233	0.096308	0.062622	0.050123	0.066142	0.039618	0.076549	0.060191	0.058265	0.096604	0.047582	0.082082
a	0.066810	0.064903	0.058967	0.096849	0.061714	0.075482	0.055322	0.079415	0.050985	0.076505	0.048490	0.056306	0.068600	0.061819	0.077832
diner	0.067732	0.079146	0.081491	0.082151	0.077364	0.070501	0.041043	0.098325	0.041149	0.063757	0.048311	0.056055	0.065363	0.062754	0.064858
,	0.064584	0.079031	0.053340	0.079171	0.053619	0.076813	0.054202	0.063953	0.062229	0.074443	0.050504	0.072330	0.071221	0.083913	0.060646
ordering	0.070164	0.068942	0.088233	0.104072	0.063458	0.061891	0.047658	0.056637	0.044690	0.062109	0.053755	0.042476	0.074780	0.101516	0.059620
an	0.058433	0.057829	0.069340	0.100131	0.072064	0.071702	0.048799	0.073716	0.063697	0.067202	0.061878	0.065679	0.065788	0.070062	0.053681
o	0.053145	0.087343	0.079905	0.105015	0.069115	0.063928	0.053619	0.090166	0.033083	0.052848	0.050232	0.059414	0.061893	0.051630	0.088663
##mel	0.088583	0.051354	0.077153	0.111555	0.044114	0.056509	0.048560	0.062633	0.084065	0.058414	0.051345	0.070018	0.038323	0.095963	0.061411
##ette	0.056284	0.048527	0.072945	0.099043	0.073492	0.085009	0.054370	0.076877	0.068214	0.056306	0.063180	0.070990	0.068816	0.052441	0.053506
.	0.079446	0.070555	0.074601	0.078857	0.067117	0.065846	0.044470	0.061459	0.058007	0.067290	0.045404	0.077035	0.083817	0.062463	0.063635
[SEP]	0.063601	0.080140	0.058869	0.066585	0.064979	0.094892	0.052982	0.057990	0.046546	0.077324	0.076279	0.071672	0.076008	0.058924	0.053210
