TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.055937	0.067460	0.044365	0.059412	0.077208	0.093996	0.065793	0.062305	0.053798	0.091782	0.057606	0.071080	0.057062	0.073619	0.068578
A	0.051131	0.064477	0.041654	0.063924	0.079098	0.080579	0.070205	0.052845	0.054221	0.076568	0.073192	0.078766	0.062776	0.076657	0.073908
person	0.071874	0.058402	0.047020	0.064142	0.074173	0.063578	0.060870	0.076102	0.076649	0.084222	0.081879	0.079203	0.051259	0.063113	0.047513
is	0.062450	0.050676	0.041487	0.084180	0.075997	0.055248	0.058320	0.076232	0.059985	0.069854	0.062915	0.073661	0.072845	0.067940	0.088209
at	0.061287	0.066067	0.061014	0.095857	0.060292	0.052125	0.063881	0.049027	0.044409	0.063240	0.047359	0.104672	0.060858	0.103850	0.066063
a	0.060655	0.054580	0.047101	0.079304	0.115053	0.047127	0.063375	0.068305	0.044271	0.075409	0.078034	0.074146	0.051996	0.081832	0.058811
diner	0.065197	0.058923	0.048054	0.078202	0.063982	0.077714	0.056092	0.063684	0.055180	0.074381	0.055555	0.069060	0.057325	0.088702	0.087948
,	0.065450	0.060066	0.043392	0.081324	0.068682	0.062136	0.055701	0.072284	0.060902	0.070355	0.079286	0.079443	0.049821	0.074533	0.076623
ordering	0.078290	0.046228	0.043220	0.089852	0.060003	0.054058	0.072712	0.090997	0.046516	0.079927	0.064636	0.045377	0.059665	0.079812	0.088708
an	0.061986	0.070169	0.061180	0.058542	0.091110	0.059903	0.050749	0.051818	0.066726	0.065939	0.076145	0.084336	0.058405	0.077502	0.065490
o	0.049960	0.074398	0.047035	0.068091	0.065007	0.075300	0.066570	0.068561	0.063261	0.083717	0.067246	0.085099	0.060088	0.071001	0.054666
##mel	0.069253	0.050906	0.047871	0.067701	0.106427	0.067014	0.048780	0.056410	0.063146	0.075375	0.072943	0.076843	0.053682	0.074674	0.068976
##ette	0.050976	0.069009	0.044840	0.072555	0.082036	0.092753	0.072107	0.067950	0.051492	0.074920	0.066802	0.072727	0.048502	0.063136	0.070195
.	0.067928	0.050875	0.050102	0.068334	0.085778	0.060853	0.060369	0.065749	0.055093	0.063977	0.078108	0.078872	0.062600	0.079950	0.071411
[SEP]	0.054951	0.058803	0.044688	0.109021	0.110065	0.047392	0.054770	0.057645	0.053379	0.060711	0.058299	0.060551	0.057374	0.091740	0.080612
