TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.046745	0.057398	0.070634	0.087151	0.056314	0.049550	0.068646	0.082565	0.072257	0.055193	0.066718	0.101329	0.054669	0.070342	0.060490
A	0.058462	0.054011	0.055027	0.067200	0.055847	0.067276	0.085024	0.067175	0.062501	0.073373	0.063271	0.084994	0.080320	0.070413	0.055105
person	0.064872	0.069486	0.058108	0.065589	0.046816	0.068317	0.079863	0.066680	0.070076	0.074502	0.082299	0.064568	0.066108	0.060059	0.062657
is	0.053520	0.060502	0.060198	0.058473	0.059347	0.064500	0.084685	0.063229	0.061096	0.070213	0.080121	0.090111	0.069771	0.066377	0.057857
at	0.057132	0.063489	0.060578	0.062550	0.060087	0.059757	0.075598	0.063705	0.066016	0.085552	0.065845	0.099093	0.062301	0.057327	0.060970
a	0.057613	0.060201	0.054892	0.056206	0.070947	0.073562	0.078513	0.081899	0.065001	0.076454	0.076963	0.061647	0.064120	0.059250	0.062733
diner	0.046139	0.073281	0.060306	0.066870	0.043107	0.058843	0.091048	0.086855	0.062836	0.069047	0.066380	0.087238	0.067589	0.055336	0.065126
,	0.051473	0.051737	0.067860	0.056586	0.073098	0.053886	0.076748	0.070233	0.070107	0.058053	0.089135	0.105521	0.049144	0.074997	0.051424
ordering	0.056048	0.060927	0.069106	0.053726	0.068534	0.060507	0.052232	0.086453	0.059474	0.068143	0.088926	0.070334	0.064682	0.089834	0.051074
an	0.061417	0.066745	0.064260	0.058588	0.060447	0.067753	0.067752	0.071892	0.063061	0.064628	0.079357	0.073519	0.074997	0.076059	0.049524
o	0.068266	0.066644	0.083132	0.072803	0.053735	0.057561	0.056873	0.082888	0.061385	0.070874	0.055420	0.077986	0.057167	0.078159	0.057106
##mel	0.054148	0.062099	0.066667	0.061979	0.067772	0.072438	0.073349	0.077977	0.054402	0.064663	0.073276	0.083867	0.055923	0.060490	0.070950
##ette	0.056166	0.083093	0.068003	0.068892	0.068933	0.054896	0.082001	0.069286	0.044238	0.058598	0.067710	0.079878	0.071671	0.072900	0.053734
.	0.056926	0.054615	0.063980	0.052135	0.064008	0.072881	0.086800	0.072578	0.060828	0.059178	0.079712	0.093909	0.054780	0.062745	0.064925
[SEP]	0.068864	0.064585	0.066439	0.049360	0.076023	0.075680	0.065464	0.052539	0.060977	0.061651	0.081086	0.081007	0.069044	0.066701	0.060581
