TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.072997	0.073009	0.082245	0.052103	0.068432	0.050938	0.041277	0.066523	0.070554	0.079230	0.051482	0.081419	0.051100	0.070319	0.088371
A	0.056371	0.075406	0.061419	0.071896	0.052253	0.072175	0.056822	0.059369	0.055198	0.101218	0.064723	0.067093	0.043759	0.092537	0.069761
person	0.072329	0.051318	0.076281	0.061233	0.061482	0.074664	0.045412	0.066077	0.076007	0.074508	0.080165	0.054123	0.048396	0.080701	0.077304
is	0.072308	0.052225	0.057327	0.063178	0.058016	0.095066	0.060958	0.052425	0.055786	0.076261	0.067990	0.070886	0.042313	0.096844	0.078418
at	0.054775	0.066829	0.050967	0.072415	0.055088	0.048952	0.049355	0.060251	0.057575	0.085713	0.089134	0.060549	0.054804	0.084645	0.108948
a	0.077651	0.057159	0.049380	0.083741	0.064783	0.052279	0.054850	0.055138	0.058364	0.087503	0.059312	0.068846	0.046987	0.097407	0.086599
diner	0.060763	0.076661	0.050961	0.076648	0.038490	0.071900	0.065909	0.094560	0.101256	0.052228	0.066943	0.059681	0.056452	0.053439	0.074110
,	0.061464	0.042362	0.055478	0.104960	0.054480	0.049733	0.061679	0.051627	0.051285	0.067186	0.074389	0.067212	0.060907	0.103840	0.093400
ordering	0.075899	0.052968	0.072454	0.065776	0.044525	0.060421	0.077641	0.060370	0.060366	0.077511	0.065791	0.090253	0.042180	0.059281	0.094565
an	0.079114	0.058889	0.065188	0.071970	0.048661	0.060379	0.048233	0.064261	0.050003	0.096108	0.074516	0.055907	0.035995	0.086672	0.104104
o	0.088187	0.065780	0.050146	0.082812	0.058951	0.109900	0.052689	0.045240	0.039811	0.066602	0.070231	0.079474	0.045859	0.075122	0.069196
##mel	0.057536	0.084072	0.085890	0.058850	0.049733	0.063652	0.048492	0.069356	0.044456	0.085834	0.068123	0.076131	0.042995	0.087204	0.077676
##ette	0.066048	0.077848	0.065972	0.064306	0.041885	0.072257	0.075046	0.065658	0.048767	0.083076	0.087267	0.055202	0.052318	0.073642	0.070708
.	0.064985	0.076899	0.067191	0.052574	0.059631	0.074960	0.068982	0.064709	0.060658	0.079900	0.072663	0.052876	0.058302	0.077326	0.068346
[SEP]	0.063765	0.065733	0.041003	0.051311	0.047862	0.134800	0.083181	0.055431	0.056397	0.080396	0.087065	0.061109	0.057164	0.053205	0.061579
