TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.044530	0.057686	0.069789	0.041987	0.062831	0.128769	0.073026	0.061829	0.064035	0.079264	0.044639	0.065888	0.053337	0.075034	0.077356
A	0.067945	0.069525	0.064877	0.043070	0.058020	0.110645	0.066369	0.057889	0.061477	0.073814	0.060128	0.087599	0.079053	0.058504	0.041086
person	0.043883	0.088945	0.057017	0.052110	0.060743	0.113697	0.037280	0.070120	0.079494	0.085378	0.068567	0.083566	0.048095	0.048993	0.062111
is	0.073524	0.064004	0.067376	0.058043	0.068678	0.101612	0.054049	0.051636	0.061928	0.061852	0.060817	0.073117	0.056469	0.077354	0.069539
at	0.057668	0.060291	0.069666	0.046072	0.072887	0.097220	0.071036	0.057998	0.063891	0.118200	0.037620	0.079454	0.064152	0.061907	0.041936
a	0.074424	0.065666	0.063134	0.050609	0.067688	0.090724	0.064924	0.076035	0.052836	0.059552	0.056754	0.090243	0.065003	0.068335	0.054070
diner	0.076005	0.087963	0.076614	0.048568	0.065164	0.077818	0.047250	0.078457	0.056531	0.108779	0.044777	0.079858	0.043850	0.059153	0.049214
,	0.060731	0.079511	0.076166	0.041659	0.055406	0.051191	0.060203	0.068092	0.083368	0.089620	0.069500	0.075225	0.044751	0.065846	0.078731
ordering	0.076511	0.054419	0.090614	0.054616	0.052773	0.093882	0.078392	0.066723	0.061900	0.099717	0.044090	0.075834	0.051807	0.050481	0.048242
an	0.064419	0.061570	0.092841	0.043792	0.069099	0.095019	0.051962	0.074146	0.033948	0.113448	0.038065	0.083590	0.075658	0.053572	0.048871
o	0.042417	0.051863	0.103090	0.051273	0.054824	0.099685	0.074165	0.074595	0.065436	0.061626	0.047777	0.085898	0.069456	0.070818	0.047079
##mel	0.071678	0.060387	0.061249	0.063035	0.061099	0.084721	0.046942	0.071640	0.076425	0.053816	0.072252	0.094432	0.050488	0.081187	0.050648
##ette	0.054786	0.060441	0.085374	0.039767	0.048848	0.095350	0.081294	0.060142	0.068396	0.085331	0.043202	0.083125	0.068070	0.084861	0.041013
.	0.047917	0.075459	0.093313	0.050717	0.066848	0.088753	0.049710	0.064665	0.054483	0.087469	0.063660	0.062784	0.045649	0.078033	0.070540
[SEP]	0.054976	0.065172	0.071623	0.054433	0.079337	0.114853	0.042158	0.071962	0.070774	0.085632	0.056592	0.068861	0.048419	0.060425	0.054784
