TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.045302	0.044477	0.054558	0.069672	0.084051	0.055094	0.070669	0.086896	0.078742	0.081463	0.063387	0.060394	0.068729	0.054430	0.082137
A	0.067065	0.052276	0.036061	0.089176	0.087040	0.049699	0.113262	0.061124	0.056692	0.068777	0.053203	0.057595	0.071472	0.066522	0.070037
person	0.058736	0.065564	0.064289	0.074186	0.064694	0.058690	0.072196	0.072382	0.058051	0.054350	0.080479	0.078290	0.071388	0.047260	0.079446
is	0.081629	0.054596	0.032518	0.051981	0.106388	0.043780	0.075900	0.057424	0.071796	0.069139	0.063487	0.067711	0.076514	0.059995	0.087141
at	0.058800	0.050466	0.078230	0.068683	0.067428	0.044591	0.090913	0.045091	0.100546	0.071293	0.079126	0.057766	0.058290	0.042229	0.086549
a	0.069569	0.072439	0.050805	0.083646	0.056378	0.043741	0.079294	0.060807	0.061419	0.079600	0.069256	0.071617	0.087379	0.052521	0.061530
diner	0.061186	0.071033	0.072045	0.060571	0.074027	0.069300	0.061759	0.051800	0.057112	0.087079	0.067390	0.075345	0.081740	0.054505	0.055110
,	0.041337	0.047082	0.050644	0.055919	0.080228	0.046540	0.089613	0.052776	0.084640	0.066054	0.064727	0.115590	0.070559	0.051090	0.083201
ordering	0.060381	0.050657	0.050221	0.069416	0.097453	0.041083	0.086850	0.061484	0.065658	0.067046	0.062268	0.079317	0.088966	0.061132	0.058068
an	0.073301	0.049909	0.049813	0.090845	0.083416	0.041389	0.073239	0.054938	0.065044	0.084770	0.068836	0.053180	0.064949	0.050396	0.095975
o	0.063800	0.064435	0.062276	0.069726	0.073927	0.063455	0.061642	0.052056	0.074930	0.090823	0.072356	0.056666	0.068274	0.046505	0.079130
##mel	0.070546	0.053513	0.058435	0.057558	0.079962	0.047737	0.081263	0.044840	0.091487	0.074126	0.077579	0.066304	0.062405	0.057711	0.076534
##ette	0.048717	0.057557	0.057396	0.059910	0.077696	0.043695	0.062143	0.063582	0.096554	0.080515	0.082676	0.067201	0.072815	0.040297	0.089245
.	0.039109	0.057966	0.047863	0.062506	0.100169	0.059673	0.079136	0.049401	0.051418	0.076146	0.061986	0.070771	0.105639	0.050675	0.087540
[SEP]	0.059369	0.051095	0.049322	0.084976	0.069792	0.050783	0.086086	0.057036	0.054102	0.080860	0.090557	0.065903	0.078348	0.052158	0.069614
