TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.069264	0.080481	0.048690	0.053380	0.069804	0.085324	0.068999	0.068240	0.066554	0.042049	0.082748	0.071329	0.052385	0.065892	0.074860
A	0.062641	0.080112	0.053477	0.062552	0.059430	0.064767	0.057744	0.071721	0.037460	0.052874	0.065938	0.090418	0.075234	0.079064	0.086570
person	0.066835	0.069765	0.059578	0.065242	0.082260	0.059645	0.046981	0.093272	0.041021	0.070553	0.067728	0.061655	0.065769	0.086567	0.063128
is	0.095743	0.066598	0.040275	0.067238	0.065609	0.042733	0.066329	0.039934	0.043304	0.025282	0.064720	0.113034	0.102419	0.090139	0.076643
at	0.069225	0.064479	0.039406	0.063873	0.081850	0.067622	0.065823	0.068438	0.052924	0.073347	0.074128	0.067960	0.063435	0.063701	0.083788
a	0.083610	0.073211	0.031032	0.063342	0.062843	0.055532	0.069955	0.058750	0.053792	0.044259	0.084629	0.080747	0.066700	0.067301	0.104297
diner	0.063617	0.073489	0.042752	0.066757	0.071366	0.055226	0.065654	0.078794	0.039510	0.052272	0.076412	0.079310	0.076379	0.070755	0.087706
,	0.096160	0.089294	0.045713	0.064829	0.087417	0.058411	0.047679	0.056084	0.032517	0.049466	0.075751	0.087763	0.054438	0.069577	0.084901
ordering	0.048936	0.086258	0.068536	0.051137	0.043294	0.054746	0.072517	0.079156	0.055157	0.083011	0.103119	0.055194	0.057737	0.055028	0.086174
an	0.043635	0.084219	0.056119	0.051318	0.066302	0.070878	0.059928	0.081302	0.039967	0.077346	0.055627	0.077040	0.063832	0.068854	0.103631
o	0.060662	0.062951	0.065048	0.055886	0.086303	0.055215	0.066764	0.062267	0.058242	0.056446	0.059559	0.086837	0.074939	0.074552	0.074328
##mel	0.054830	0.055566	0.056804	0.063193	0.064025	0.071068	0.066319	0.094885	0.044023	0.047131	0.076405	0.073807	0.074602	0.075974	0.081368
##ette	0.060833	0.066881	0.039693	0.057790	0.065320	0.086316	0.059697	0.076104	0.060912	0.051263	0.070256	0.070877	0.064130	0.056881	0.113047
.	0.057809	0.103453	0.053654	0.067681	0.068166	0.049026	0.074503	0.056630	0.041223	0.051431	0.069740	0.071378	0.069389	0.067886	0.098030
[SEP]	0.049734	0.083626	0.039443	0.050725	0.057820	0.056710	0.087981	0.063861	0.073390	0.050689	0.059958	0.091397	0.075332	0.073666	0.085668
