TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.068325	0.068421	0.059325	0.073419	0.055167	0.041402	0.072477	0.073390	0.056588	0.059686	0.066843	0.091136	0.064005	0.066618	0.083197
A	0.088313	0.050138	0.048208	0.051671	0.071836	0.039982	0.079482	0.052698	0.053497	0.066344	0.084314	0.106750	0.068939	0.062052	0.075777
person	0.082192	0.059267	0.042825	0.044333	0.079528	0.041056	0.106748	0.070503	0.053274	0.077960	0.069539	0.072459	0.085420	0.051174	0.063723
is	0.107657	0.056359	0.060056	0.039702	0.101237	0.035583	0.053606	0.063277	0.042003	0.087258	0.079606	0.067553	0.062829	0.054577	0.088699
at	0.070680	0.080474	0.066892	0.060953	0.079495	0.043700	0.074226	0.073604	0.046369	0.057988	0.063830	0.085793	0.096139	0.039475	0.060384
a	0.071990	0.077081	0.058239	0.056751	0.073902	0.067326	0.080837	0.068456	0.048077	0.066013	0.071000	0.073739	0.056124	0.057219	0.073246
diner	0.069162	0.064130	0.065342	0.064568	0.076062	0.044437	0.063141	0.055582	0.044491	0.070606	0.098185	0.069849	0.079127	0.052778	0.082542
,	0.064096	0.058213	0.048193	0.043210	0.072623	0.050985	0.081512	0.080111	0.071281	0.074932	0.065507	0.089578	0.047496	0.051986	0.100277
ordering	0.105713	0.057223	0.077634	0.045856	0.079141	0.042228	0.053508	0.051990	0.050837	0.078485	0.077592	0.081653	0.053005	0.056286	0.088848
an	0.074861	0.074631	0.061532	0.056561	0.075073	0.058217	0.073790	0.080738	0.049738	0.053362	0.065713	0.085884	0.058514	0.043433	0.087953
o	0.076609	0.080294	0.074977	0.051849	0.090907	0.058412	0.049957	0.050309	0.047193	0.076381	0.070357	0.072704	0.064900	0.051160	0.083991
##mel	0.067534	0.058518	0.042705	0.051919	0.072997	0.051266	0.097946	0.068321	0.045747	0.060018	0.088228	0.105904	0.065139	0.051161	0.072596
##ette	0.057065	0.067263	0.050049	0.070416	0.083132	0.058496	0.075254	0.066462	0.054541	0.062302	0.074314	0.090716	0.072510	0.043731	0.073748
.	0.059469	0.058253	0.057171	0.046427	0.086403	0.045869	0.077775	0.076951	0.047443	0.076858	0.072412	0.074432	0.078000	0.052266	0.090270
[SEP]	0.060815	0.069131	0.059940	0.063374	0.066528	0.055770	0.066993	0.054877	0.072792	0.061878	0.079012	0.092190	0.050527	0.060085	0.086089
