TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.067336	0.063635	0.061670	0.069501	0.076342	0.069693	0.051348	0.097873	0.056729	0.067506	0.061131	0.056274	0.078848	0.074026	0.048089
A	0.054775	0.066905	0.058923	0.063578	0.068031	0.064508	0.052908	0.067683	0.075352	0.073588	0.080418	0.067452	0.059975	0.067193	0.078711
person	0.102965	0.077571	0.043593	0.041422	0.044026	0.056694	0.065522	0.103855	0.050794	0.064197	0.055979	0.081284	0.066646	0.086935	0.058517
is	0.063078	0.066227	0.037750	0.051339	0.048357	0.068841	0.049534	0.107937	0.058638	0.070620	0.056863	0.081016	0.077252	0.092451	0.070097
at	0.042553	0.091639	0.045815	0.060003	0.066433	0.074882	0.060141	0.081235	0.092376	0.051093	0.053648	0.085066	0.060592	0.064629	0.069893
a	0.072886	0.069827	0.052859	0.057011	0.049040	0.058704	0.067876	0.068964	0.054531	0.068914	0.072528	0.036262	0.067560	0.108496	0.094543
diner	0.058291	0.095064	0.048322	0.049681	0.043025	0.076180	0.051971	0.061379	0.082694	0.061280	0.070632	0.049702	0.077180	0.086619	0.087980
,	0.077806	0.080119	0.042801	0.048715	0.056679	0.072509	0.060987	0.077353	0.082957	0.084242	0.056118	0.070764	0.070427	0.061735	0.056789
ordering	0.048199	0.059252	0.052448	0.047980	0.070324	0.066543	0.043869	0.094805	0.079944	0.056844	0.083623	0.057758	0.089112	0.074896	0.074401
an	0.066864	0.076167	0.039106	0.049668	0.067312	0.051346	0.059412	0.086954	0.101501	0.071700	0.061001	0.050175	0.081224	0.071168	0.066404
o	0.057657	0.064899	0.059101	0.050670	0.062644	0.049441	0.045829	0.104577	0.062505	0.055257	0.067643	0.069128	0.086215	0.102795	0.061639
##mel	0.057320	0.070746	0.036206	0.069617	0.085676	0.056059	0.048951	0.081838	0.081453	0.070822	0.062369	0.084289	0.054130	0.079876	0.060648
##ette	0.064316	0.063791	0.058186	0.054614	0.052757	0.045059	0.061544	0.077108	0.057406	0.074057	0.074535	0.072219	0.087178	0.087598	0.069633
.	0.072475	0.083187	0.037261	0.068601	0.055094	0.050438	0.054234	0.092676	0.072469	0.086126	0.052182	0.068964	0.068807	0.085290	0.052196
[SEP]	0.045849	0.083845	0.044496	0.067181	0.051737	0.070118	0.058973	0.070688	0.078671	0.064428	0.068337	0.073149	0.094644	0.075472	0.052410
