TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.070220	0.080941	0.055625	0.051811	0.045196	0.065576	0.081835	0.065311	0.044081	0.072993	0.077973	0.058546	0.086585	0.066342	0.076965
A	0.090436	0.054458	0.069162	0.050452	0.067041	0.075949	0.052936	0.066599	0.051464	0.079967	0.069130	0.055569	0.094468	0.064507	0.057862
person	0.083167	0.052369	0.049075	0.063371	0.057251	0.067448	0.061520	0.071827	0.043609	0.070929	0.079413	0.072547	0.080451	0.074567	0.072456
is	0.067052	0.051132	0.060531	0.062854	0.076256	0.074742	0.051184	0.072227	0.053984	0.064511	0.100264	0.047851	0.082973	0.062125	0.072313
at	0.068804	0.045629	0.046908	0.055534	0.058071	0.079281	0.055810	0.111131	0.065786	0.059453	0.066854	0.042573	0.102878	0.064821	0.076466
a	0.065337	0.046256	0.048252	0.067590	0.057330	0.079917	0.064791	0.092469	0.066759	0.084952	0.082859	0.061665	0.061470	0.058143	0.062209
diner	0.069228	0.044663	0.046178	0.058135	0.061804	0.083490	0.045458	0.097205	0.056192	0.061330	0.093707	0.046289	0.090839	0.070010	0.075472
,	0.075541	0.046644	0.062022	0.046083	0.055426	0.078832	0.063694	0.076590	0.038795	0.067517	0.084666	0.068498	0.093190	0.066211	0.076292
ordering	0.070592	0.044471	0.073736	0.053965	0.056294	0.090700	0.074647	0.083293	0.054220	0.067786	0.056769	0.055176	0.080235	0.070595	0.067522
an	0.097199	0.046853	0.064954	0.057386	0.043543	0.057778	0.070157	0.065291	0.050939	0.071614	0.075470	0.061629	0.078968	0.089109	0.069108
o	0.072492	0.063506	0.056799	0.055391	0.054076	0.075141	0.067585	0.065911	0.065376	0.073165	0.067475	0.061350	0.080865	0.067260	0.073609
##mel	0.070362	0.046047	0.049059	0.053734	0.052980	0.082873	0.043050	0.095202	0.060213	0.065225	0.090765	0.043080	0.100013	0.072076	0.075321
##ette	0.077492	0.051474	0.070215	0.044993	0.055364	0.073148	0.063002	0.082571	0.054934	0.075642	0.063116	0.069702	0.085570	0.068496	0.064280
.	0.072865	0.048848	0.050406	0.057522	0.053248	0.084741	0.053426	0.097882	0.051170	0.067940	0.072996	0.071220	0.083928	0.064736	0.069071
[SEP]	0.082463	0.069582	0.072698	0.064891	0.060258	0.053183	0.068302	0.075637	0.059404	0.059123	0.062528	0.052409	0.070576	0.056594	0.092352
