TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.068608	0.086085	0.044284	0.061736	0.063702	0.046179	0.068238	0.053701	0.090066	0.049151	0.061541	0.092005	0.064227	0.072406	0.078069
A	0.061124	0.081044	0.058065	0.053904	0.087243	0.058210	0.064816	0.076799	0.100727	0.065387	0.059385	0.051789	0.073729	0.056063	0.051715
person	0.078084	0.071952	0.100324	0.055173	0.062511	0.057373	0.072760	0.077710	0.040613	0.087350	0.053521	0.060988	0.067691	0.052758	0.061191
is	0.079536	0.080058	0.069802	0.048430	0.067703	0.052966	0.092233	0.059634	0.083297	0.059874	0.049986	0.048883	0.067454	0.074262	0.065881
at	0.040428	0.068668	0.052611	0.084313	0.110070	0.063047	0.086725	0.061838	0.075643	0.041177	0.055755	0.060216	0.061423	0.057744	0.080341
a	0.076453	0.069528	0.048953	0.068472	0.055194	0.073449	0.085492	0.069289	0.070398	0.051973	0.056374	0.073319	0.076081	0.065250	0.059775
diner	0.080410	0.069382	0.062233	0.061772	0.076130	0.056686	0.067067	0.068157	0.088478	0.038498	0.054320	0.053277	0.083139	0.082707	0.057744
,	0.106205	0.071634	0.064078	0.050132	0.056279	0.060078	0.092384	0.070507	0.077037	0.052367	0.058137	0.048780	0.079197	0.074332	0.038854
ordering	0.046218	0.113425	0.058126	0.066738	0.083034	0.053779	0.061084	0.069958	0.067881	0.046201	0.054245	0.056678	0.080815	0.058080	0.083739
an	0.057946	0.084348	0.070124	0.086079	0.065563	0.052885	0.088296	0.047971	0.088866	0.044884	0.054815	0.051339	0.062704	0.081683	0.062496
o	0.059026	0.093838	0.042663	0.065088	0.060317	0.066843	0.067793	0.066529	0.091265	0.047053	0.061901	0.068791	0.061348	0.061625	0.085919
##mel	0.047803	0.073596	0.062628	0.059589	0.105371	0.065980	0.079954	0.075134	0.072369	0.055888	0.060418	0.051801	0.064909	0.046304	0.078257
##ette	0.074158	0.065965	0.068568	0.058450	0.070888	0.075534	0.088796	0.065758	0.088576	0.053872	0.059585	0.047866	0.067326	0.063291	0.051366
.	0.087903	0.062115	0.061717	0.066361	0.063973	0.062290	0.064564	0.068328	0.069538	0.039166	0.082641	0.060991	0.071280	0.073698	0.065434
[SEP]	0.070181	0.060963	0.052195	0.058180	0.101152	0.048003	0.071963	0.066171	0.092554	0.046053	0.055321	0.069588	0.070940	0.076696	0.060041
