TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.075519	0.064167	0.105055	0.055328	0.045416	0.059164	0.064897	0.082279	0.078927	0.065583	0.061397	0.060361	0.042469	0.071956	0.067481
A	0.071510	0.026750	0.057798	0.060935	0.063608	0.072366	0.090697	0.076859	0.071663	0.051471	0.040137	0.066554	0.054162	0.100446	0.095044
person	0.073331	0.070175	0.072443	0.056483	0.061612	0.033721	0.081686	0.060872	0.075936	0.071509	0.049660	0.072903	0.060215	0.099653	0.059802
is	0.066320	0.061810	0.068231	0.046343	0.054929	0.063650	0.081409	0.072067	0.049715	0.083004	0.064509	0.052542	0.068604	0.083237	0.083631
at	0.091595	0.065309	0.053839	0.052452	0.055934	0.037687	0.081767	0.069412	0.058803	0.068008	0.050996	0.043504	0.067374	0.091333	0.111989
a	0.088686	0.050072	0.071270	0.050625	0.051593	0.049099	0.099583	0.095164	0.060380	0.067307	0.053041	0.050183	0.053970	0.073253	0.085775
diner	0.063354	0.070043	0.056477	0.066921	0.075298	0.035472	0.084201	0.079360	0.079057	0.063160	0.044230	0.051965	0.080340	0.058121	0.092001
,	0.068045	0.042717	0.060459	0.068194	0.064647	0.054101	0.079339	0.063572	0.071362	0.051954	0.055940	0.059033	0.059884	0.123389	0.077363
ordering	0.078752	0.033113	0.042571	0.066255	0.072496	0.048609	0.087112	0.058113	0.045503	0.049530	0.067233	0.062685	0.090333	0.067360	0.130336
an	0.082517	0.063666	0.062631	0.066162	0.063688	0.052000	0.110835	0.074654	0.052662	0.071951	0.057603	0.048143	0.054633	0.070158	0.068697
o	0.069764	0.085802	0.064062	0.071691	0.067511	0.055262	0.074240	0.070774	0.074183	0.063412	0.052547	0.057510	0.061693	0.075039	0.056509
##mel	0.048959	0.079775	0.064845	0.097475	0.048519	0.041923	0.118981	0.058384	0.077196	0.065310	0.037907	0.036495	0.061407	0.079460	0.083366
##ette	0.058871	0.063690	0.071611	0.059199	0.049193	0.067393	0.080388	0.100127	0.079844	0.070653	0.037171	0.057366	0.047064	0.090398	0.067031
.	0.076492	0.045451	0.085217	0.061197	0.061515	0.052845	0.059306	0.091703	0.082348	0.058055	0.078334	0.051339	0.082343	0.062671	0.051183
[SEP]	0.068501	0.065538	0.053092	0.072704	0.090268	0.063244	0.071175	0.086122	0.051105	0.076764	0.049843	0.046384	0.087254	0.059368	0.058638
