TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.051441	0.061081	0.094636	0.057421	0.065230	0.052677	0.069511	0.085238	0.066577	0.079797	0.059600	0.077099	0.057148	0.083310	0.039233
A	0.054557	0.079041	0.065168	0.076748	0.057271	0.055845	0.101980	0.088952	0.060524	0.053926	0.066806	0.057955	0.074661	0.066751	0.039816
person	0.052372	0.064131	0.069595	0.060589	0.059584	0.048957	0.085503	0.067980	0.073698	0.069123	0.060727	0.064763	0.081025	0.097410	0.044543
is	0.051730	0.080936	0.079343	0.061711	0.067681	0.043462	0.098497	0.097907	0.066293	0.052968	0.060051	0.064297	0.069000	0.043572	0.062552
at	0.059401	0.060068	0.087940	0.062600	0.077487	0.043544	0.088781	0.078964	0.063436	0.059849	0.062910	0.062834	0.063469	0.077667	0.051050
a	0.061210	0.091922	0.078999	0.053713	0.054864	0.056951	0.081096	0.088916	0.058131	0.054642	0.066391	0.066926	0.081484	0.054116	0.050639
diner	0.071079	0.069322	0.070031	0.060070	0.067597	0.066652	0.072095	0.087269	0.071995	0.054563	0.068264	0.073885	0.067991	0.054910	0.044277
,	0.053742	0.070691	0.077836	0.061033	0.084127	0.056979	0.082022	0.092814	0.060145	0.058427	0.056823	0.065759	0.067546	0.070023	0.042031
ordering	0.043213	0.072622	0.065983	0.059485	0.082041	0.044430	0.075333	0.073581	0.079562	0.055680	0.061154	0.062710	0.084727	0.076499	0.062980
an	0.044109	0.076051	0.071676	0.050541	0.063798	0.074490	0.069140	0.102222	0.072562	0.050232	0.053145	0.079006	0.067054	0.076698	0.049277
o	0.058328	0.092433	0.065238	0.056719	0.060414	0.051966	0.075323	0.067268	0.074811	0.065887	0.067973	0.081835	0.066712	0.055381	0.059715
##mel	0.050506	0.067177	0.076988	0.067888	0.060574	0.053830	0.078259	0.082330	0.058911	0.067973	0.086680	0.065498	0.076158	0.061736	0.045492
##ette	0.042095	0.089284	0.062506	0.059311	0.059689	0.073356	0.077210	0.058094	0.061082	0.061551	0.075375	0.084468	0.063063	0.077069	0.055848
.	0.052032	0.082262	0.083937	0.065592	0.060600	0.041094	0.064260	0.093179	0.055451	0.063326	0.071344	0.060113	0.085289	0.064815	0.056706
[SEP]	0.048003	0.087010	0.054083	0.062818	0.067750	0.055236	0.097282	0.080401	0.064121	0.064567	0.076639	0.077565	0.062752	0.058862	0.042909
