TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.060168	0.062625	0.060926	0.048985	0.094142	0.046645	0.069569	0.076073	0.072426	0.075812	0.071930	0.048891	0.075986	0.061081	0.074739
A	0.062770	0.068118	0.066978	0.045198	0.074420	0.059882	0.065321	0.074031	0.057669	0.097013	0.071124	0.060530	0.071810	0.054296	0.070841
person	0.047300	0.101243	0.041274	0.063011	0.079944	0.065524	0.063412	0.076412	0.065035	0.073704	0.073878	0.044985	0.062229	0.050880	0.091168
is	0.059385	0.076733	0.056604	0.051305	0.097254	0.049257	0.062156	0.062833	0.071131	0.094526	0.065018	0.056407	0.078781	0.049060	0.069551
at	0.081322	0.061463	0.056398	0.052845	0.071916	0.057277	0.058301	0.055230	0.065621	0.084326	0.096494	0.060103	0.065140	0.056243	0.077321
a	0.073153	0.078914	0.072557	0.041870	0.059719	0.057091	0.050987	0.061597	0.064517	0.102705	0.079289	0.061117	0.066967	0.057042	0.072474
diner	0.087520	0.040195	0.073136	0.054940	0.069300	0.047415	0.055950	0.072786	0.056119	0.083522	0.095098	0.070733	0.064239	0.067885	0.061163
,	0.065989	0.070474	0.043010	0.059273	0.078825	0.063675	0.059712	0.073065	0.067927	0.067135	0.098575	0.055196	0.056016	0.067549	0.073578
ordering	0.071311	0.056295	0.062007	0.040528	0.085525	0.056191	0.068413	0.047005	0.056301	0.094531	0.072969	0.063154	0.096219	0.062444	0.067108
an	0.069207	0.074166	0.050744	0.048787	0.077128	0.055995	0.045887	0.056246	0.086787	0.077887	0.084954	0.058660	0.073734	0.063902	0.075916
o	0.074649	0.074368	0.069164	0.042444	0.072885	0.046852	0.044677	0.073690	0.074587	0.098018	0.090468	0.043806	0.067199	0.054245	0.072947
##mel	0.075650	0.066698	0.072879	0.041024	0.068620	0.054900	0.052850	0.072175	0.065840	0.110160	0.069696	0.053938	0.068690	0.051114	0.075764
##ette	0.060787	0.082732	0.068212	0.044873	0.077127	0.065798	0.073889	0.067918	0.058748	0.074568	0.075644	0.051304	0.060510	0.059988	0.077900
.	0.065661	0.074054	0.046476	0.051101	0.076847	0.049511	0.070941	0.054100	0.065531	0.087380	0.081073	0.060022	0.062648	0.068524	0.086131
[SEP]	0.060699	0.066716	0.056244	0.049764	0.069509	0.050114	0.057978	0.083126	0.062796	0.096743	0.102125	0.043605	0.058120	0.079270	0.063191
