TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.065353	0.055478	0.104395	0.067168	0.062736	0.040506	0.060576	0.082746	0.074252	0.063276	0.060340	0.063160	0.075180	0.061607	0.063228
A	0.058639	0.078978	0.096444	0.055825	0.093827	0.062078	0.055453	0.075154	0.057581	0.056350	0.050928	0.044576	0.078939	0.059884	0.075342
person	0.055207	0.080868	0.114507	0.060764	0.074570	0.043941	0.053742	0.106789	0.067146	0.068547	0.040370	0.059090	0.052332	0.069371	0.052756
is	0.052131	0.055592	0.062643	0.047064	0.057592	0.059741	0.054401	0.110812	0.062833	0.074037	0.081182	0.076553	0.091015	0.058905	0.055501
at	0.063076	0.099528	0.067691	0.057487	0.061314	0.046209	0.090272	0.079966	0.073915	0.054640	0.056104	0.067641	0.065225	0.058848	0.058084
a	0.068068	0.072745	0.055530	0.041389	0.070689	0.059334	0.088426	0.051791	0.069476	0.061479	0.090847	0.058879	0.098334	0.058544	0.054471
diner	0.077951	0.063997	0.060927	0.051213	0.070321	0.064931	0.058699	0.072981	0.067755	0.056581	0.070236	0.067698	0.092463	0.046903	0.077343
,	0.052315	0.070635	0.060306	0.077310	0.061772	0.068263	0.077152	0.065346	0.067746	0.044168	0.057730	0.076790	0.083572	0.070227	0.066669
ordering	0.054067	0.108400	0.046466	0.057843	0.076427	0.053935	0.091911	0.055381	0.092460	0.066019	0.048488	0.071094	0.069969	0.055483	0.052056
an	0.060029	0.085956	0.096363	0.053339	0.082808	0.058188	0.070228	0.071128	0.070760	0.064747	0.045683	0.063979	0.065212	0.049360	0.062219
o	0.067946	0.057847	0.087071	0.045434	0.069363	0.046715	0.088763	0.088443	0.065774	0.061133	0.050633	0.084878	0.077718	0.065508	0.042777
##mel	0.059801	0.072323	0.076349	0.051252	0.077231	0.062078	0.086156	0.062056	0.060982	0.045598	0.072538	0.064615	0.078936	0.059293	0.070791
##ette	0.084962	0.073013	0.077235	0.046030	0.063909	0.047434	0.062638	0.079813	0.067727	0.055456	0.065561	0.062556	0.081149	0.082470	0.050048
.	0.063628	0.062625	0.086692	0.050672	0.063740	0.074141	0.081603	0.082890	0.061258	0.050220	0.047937	0.066171	0.076806	0.059984	0.071632
[SEP]	0.063589	0.102606	0.055986	0.072977	0.057625	0.063601	0.055816	0.084903	0.049531	0.092707	0.053483	0.077047	0.071426	0.067162	0.031540
