TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.110607	0.059577	0.058293	0.050178	0.040876	0.052316	0.052348	0.062688	0.035718	0.064612	0.080585	0.064569	0.066947	0.101473	0.099213
A	0.068277	0.082437	0.067247	0.044184	0.049555	0.046066	0.047418	0.055321	0.048072	0.070205	0.077121	0.086603	0.066862	0.104468	0.086164
person	0.073657	0.070839	0.058984	0.065766	0.064026	0.064109	0.042701	0.050415	0.048018	0.070581	0.071753	0.077270	0.069196	0.105315	0.067370
is	0.066908	0.063382	0.067752	0.044504	0.046946	0.054340	0.055686	0.069335	0.054880	0.082713	0.076475	0.069405	0.070038	0.110402	0.067234
at	0.069666	0.065999	0.052211	0.055000	0.064056	0.059094	0.057065	0.069850	0.045647	0.071242	0.072460	0.070175	0.083996	0.085245	0.078294
a	0.067465	0.090898	0.057202	0.056102	0.050462	0.071813	0.044389	0.079821	0.066203	0.070048	0.076067	0.063472	0.072091	0.072698	0.061269
diner	0.078396	0.069209	0.052152	0.049360	0.061835	0.060047	0.054920	0.050433	0.041136	0.072116	0.094842	0.076075	0.068375	0.090265	0.080838
,	0.103356	0.071876	0.064048	0.059648	0.034330	0.052599	0.062856	0.062942	0.037650	0.053751	0.083211	0.051034	0.072326	0.081930	0.108442
ordering	0.072316	0.071105	0.060168	0.049928	0.053658	0.056816	0.052439	0.064881	0.046228	0.068623	0.102190	0.075855	0.057526	0.080002	0.088265
an	0.075356	0.064411	0.063363	0.045530	0.053034	0.068140	0.047387	0.058232	0.046023	0.075054	0.084536	0.069480	0.072584	0.104793	0.072078
o	0.096244	0.076850	0.061807	0.051242	0.050506	0.062918	0.053642	0.063049	0.041690	0.074628	0.080132	0.077892	0.066806	0.072768	0.069825
##mel	0.077387	0.080573	0.056264	0.039638	0.064486	0.061534	0.045469	0.061464	0.055270	0.082361	0.089111	0.079909	0.070960	0.080360	0.055214
##ette	0.069955	0.082713	0.065860	0.051897	0.042287	0.049157	0.051361	0.065744	0.049282	0.070397	0.089426	0.076770	0.076687	0.094693	0.063771
.	0.080783	0.088340	0.048977	0.046765	0.047580	0.063087	0.053693	0.059065	0.039456	0.073428	0.079905	0.079265	0.071794	0.099181	0.068683
[SEP]	0.071693	0.066817	0.056611	0.064712	0.066079	0.047880	0.059525	0.069573	0.052235	0.082913	0.083234	0.049921	0.068632	0.089459	0.070713
