TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.062114	0.062878	0.078184	0.065296	0.078839	0.060161	0.073607	0.045534	0.048408	0.069783	0.072070	0.057954	0.092161	0.073107	0.059905
A	0.064668	0.067290	0.080240	0.042626	0.074060	0.049457	0.043832	0.074608	0.064196	0.070201	0.038705	0.116277	0.080715	0.062229	0.070895
person	0.060018	0.066069	0.057663	0.063831	0.076552	0.049719	0.081336	0.037594	0.073391	0.055175	0.058208	0.049789	0.104663	0.061014	0.104978
is	0.066602	0.085835	0.051352	0.041111	0.090345	0.071856	0.077318	0.065170	0.075145	0.079427	0.066217	0.053914	0.058161	0.052568	0.064976
at	0.083367	0.080427	0.042394	0.046216	0.084543	0.066088	0.077599	0.038262	0.063726	0.066608	0.067292	0.072522	0.079944	0.068594	0.062419
a	0.076359	0.076470	0.051313	0.047342	0.071546	0.039752	0.075210	0.043816	0.074823	0.062827	0.056923	0.089310	0.065200	0.074386	0.094722
diner	0.074469	0.066152	0.066922	0.038771	0.080711	0.066362	0.087967	0.051770	0.076652	0.096295	0.076888	0.052230	0.052904	0.057051	0.054857
,	0.099689	0.107147	0.054537	0.036048	0.061910	0.050771	0.104786	0.056551	0.043029	0.044924	0.073438	0.076722	0.075589	0.068471	0.046386
ordering	0.042755	0.114123	0.099258	0.060343	0.067210	0.049945	0.118111	0.057477	0.033642	0.074068	0.057382	0.076068	0.063079	0.046191	0.040348
an	0.078410	0.068784	0.064746	0.054752	0.092579	0.049571	0.082608	0.051700	0.083420	0.069143	0.060962	0.063655	0.054159	0.066547	0.058963
o	0.065850	0.072237	0.085284	0.058904	0.082581	0.060399	0.099377	0.061470	0.063101	0.064550	0.070742	0.045064	0.043752	0.048277	0.078413
##mel	0.081059	0.078037	0.066410	0.055724	0.051179	0.057236	0.106683	0.070128	0.037563	0.055211	0.060329	0.081499	0.057614	0.068278	0.073048
##ette	0.089242	0.079832	0.043222	0.052120	0.078572	0.046675	0.093836	0.045182	0.075716	0.053538	0.075362	0.064782	0.054757	0.051762	0.095402
.	0.110732	0.080661	0.083520	0.053277	0.051058	0.063071	0.063213	0.052453	0.055155	0.078510	0.044182	0.057113	0.062025	0.090141	0.054888
[SEP]	0.072507	0.068591	0.066265	0.060746	0.087961	0.089135	0.080884	0.040505	0.058359	0.057091	0.072695	0.061005	0.074816	0.062037	0.047402
