TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.085042	0.110668	0.076208	0.055509	0.068034	0.062290	0.063822	0.044892	0.042727	0.086450	0.068427	0.056651	0.060493	0.064551	0.054236
A	0.090602	0.078260	0.077168	0.050884	0.069256	0.075519	0.050742	0.058293	0.051410	0.078996	0.062533	0.068438	0.055327	0.082879	0.049691
person	0.070962	0.103897	0.061956	0.099137	0.068799	0.060929	0.067155	0.053606	0.056049	0.049233	0.056609	0.051914	0.062557	0.082442	0.054755
is	0.090539	0.107773	0.077541	0.067972	0.048517	0.061028	0.061379	0.051453	0.059854	0.070847	0.058605	0.049785	0.082215	0.064103	0.048388
at	0.056237	0.063140	0.070190	0.061632	0.081613	0.061548	0.042898	0.059178	0.050599	0.111175	0.060237	0.067690	0.086570	0.060318	0.066975
a	0.073700	0.075736	0.068880	0.057110	0.055468	0.068113	0.046297	0.080326	0.061959	0.079127	0.082219	0.058584	0.067336	0.071444	0.053702
diner	0.067327	0.078635	0.061254	0.058821	0.062139	0.069973	0.056803	0.085529	0.059265	0.069242	0.059771	0.067359	0.070271	0.074399	0.059211
,	0.061396	0.061546	0.074227	0.047922	0.071778	0.063642	0.059626	0.057514	0.049468	0.070367	0.064011	0.061260	0.086866	0.079742	0.090633
ordering	0.064793	0.115576	0.076185	0.072736	0.054735	0.079437	0.064681	0.051228	0.052759	0.074422	0.054546	0.071697	0.063151	0.049795	0.054257
an	0.070135	0.094273	0.068088	0.068139	0.053167	0.048739	0.051542	0.059222	0.051330	0.076428	0.071518	0.080152	0.071978	0.086346	0.048944
o	0.099797	0.088160	0.063764	0.073862	0.056585	0.065231	0.056078	0.067709	0.053603	0.067728	0.068200	0.057123	0.050589	0.073149	0.058423
##mel	0.056784	0.084798	0.053750	0.045882	0.067819	0.046538	0.040231	0.066375	0.057561	0.166692	0.090240	0.051104	0.060094	0.051056	0.061076
##ette	0.073034	0.083947	0.076572	0.061195	0.068901	0.071250	0.047277	0.066817	0.055863	0.079446	0.083178	0.044891	0.066106	0.065199	0.056324
.	0.091099	0.090420	0.088921	0.052335	0.066171	0.055532	0.047901	0.047747	0.056828	0.073605	0.063353	0.055766	0.068959	0.102240	0.039123
[SEP]	0.064665	0.086993	0.064924	0.061490	0.084006	0.069153	0.052262	0.065352	0.052535	0.082525	0.058578	0.067503	0.067345	0.061501	0.061168
