TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.077733	0.063431	0.071426	0.052331	0.090757	0.043034	0.068765	0.076024	0.052819	0.060914	0.071051	0.066682	0.077193	0.060330	0.067509
A	0.084778	0.052900	0.066321	0.075249	0.084327	0.044838	0.101962	0.061745	0.063960	0.046869	0.057645	0.061688	0.059555	0.070734	0.067428
person	0.074401	0.054537	0.057317	0.068946	0.075139	0.057599	0.082597	0.076328	0.041650	0.069317	0.058261	0.074097	0.061845	0.074211	0.073755
is	0.060149	0.053310	0.067332	0.062822	0.087267	0.046997	0.086508	0.066483	0.052225	0.061960	0.059714	0.078747	0.062914	0.082868	0.070705
at	0.059889	0.064657	0.046238	0.063512	0.072603	0.048983	0.136500	0.056653	0.049750	0.064642	0.058791	0.073909	0.064642	0.065058	0.074172
a	0.079119	0.066045	0.060393	0.096052	0.073748	0.049857	0.080769	0.079522	0.044094	0.046995	0.067523	0.071941	0.055976	0.059754	0.068212
diner	0.067924	0.055646	0.073655	0.060383	0.077244	0.044761	0.093038	0.053663	0.075981	0.052105	0.059095	0.086322	0.055236	0.065302	0.079646
,	0.075169	0.072491	0.065247	0.071794	0.084481	0.045709	0.067164	0.058945	0.066324	0.052955	0.071287	0.060140	0.059854	0.067710	0.080730
ordering	0.088245	0.063200	0.065013	0.074944	0.071582	0.040134	0.084627	0.074115	0.068310	0.053818	0.068548	0.059336	0.053486	0.068169	0.066473
an	0.080434	0.056581	0.041626	0.053422	0.067300	0.041800	0.114606	0.092885	0.065494	0.052943	0.053937	0.062965	0.068592	0.090856	0.056558
o	0.083088	0.065020	0.059437	0.072280	0.070962	0.051067	0.098163	0.083547	0.046894	0.051675	0.056874	0.063094	0.064681	0.065776	0.067444
##mel	0.075452	0.076814	0.069534	0.071638	0.056024	0.047855	0.091268	0.080844	0.050706	0.050896	0.063606	0.064019	0.062948	0.063715	0.074681
##ette	0.063137	0.058682	0.067910	0.096172	0.087670	0.046194	0.082017	0.048385	0.041466	0.065722	0.053017	0.074946	0.066354	0.059288	0.089039
.	0.084778	0.075529	0.083314	0.072484	0.069646	0.042041	0.080902	0.070449	0.042582	0.048185	0.060205	0.064066	0.057686	0.074374	0.073759
[SEP]	0.082166	0.047319	0.067040	0.060499	0.068528	0.060619	0.088987	0.063742	0.053157	0.049861	0.072152	0.066070	0.050806	0.094508	0.074547
