TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.098964	0.058231	0.053058	0.054497	0.066024	0.053739	0.108778	0.060815	0.044882	0.073199	0.068657	0.048688	0.054276	0.072304	0.083888
A	0.099244	0.053049	0.051731	0.054703	0.073096	0.080317	0.084709	0.062261	0.041963	0.074107	0.091100	0.046528	0.043878	0.036771	0.106542
person	0.092389	0.055705	0.055737	0.044705	0.069577	0.073138	0.093319	0.066600	0.048615	0.078930	0.077205	0.045596	0.043403	0.073350	0.081731
is	0.085480	0.076100	0.064682	0.051873	0.056013	0.089557	0.068859	0.054145	0.054163	0.081270	0.083053	0.053732	0.047197	0.059180	0.074696
at	0.071969	0.061832	0.055013	0.060411	0.062031	0.065579	0.107059	0.054818	0.077010	0.068908	0.091450	0.068123	0.046984	0.057019	0.051793
a	0.068024	0.075471	0.058189	0.046253	0.082275	0.052200	0.063755	0.066000	0.061991	0.062462	0.108712	0.067419	0.060663	0.068210	0.058374
diner	0.092127	0.048757	0.038254	0.069582	0.070028	0.055271	0.104697	0.051523	0.047990	0.068029	0.075584	0.064892	0.064874	0.084674	0.063717
,	0.093096	0.071135	0.048680	0.069821	0.057798	0.065817	0.108878	0.061924	0.048087	0.061299	0.072541	0.062681	0.049742	0.061407	0.067094
ordering	0.071349	0.053813	0.045492	0.069471	0.067037	0.074138	0.074807	0.072591	0.060892	0.080760	0.106611	0.052166	0.048216	0.048591	0.074066
an	0.081169	0.075008	0.049846	0.051145	0.061207	0.082347	0.070630	0.053512	0.065338	0.070906	0.116587	0.058334	0.050795	0.063644	0.049533
o	0.067565	0.063537	0.059660	0.048420	0.075805	0.085496	0.094995	0.047678	0.049027	0.062627	0.104091	0.066543	0.046175	0.044517	0.083864
##mel	0.070550	0.064377	0.071284	0.062826	0.056209	0.056019	0.082232	0.057772	0.053068	0.066065	0.089651	0.063150	0.050841	0.080326	0.075631
##ette	0.089189	0.058828	0.051502	0.059560	0.077382	0.070524	0.110961	0.053624	0.044541	0.064968	0.077635	0.052985	0.057339	0.061911	0.069052
.	0.080662	0.069597	0.045707	0.056244	0.073447	0.058411	0.109458	0.060230	0.056596	0.071951	0.063616	0.066872	0.053756	0.069349	0.064104
[SEP]	0.084760	0.058298	0.058841	0.045643	0.088038	0.054452	0.091347	0.042590	0.056177	0.059115	0.076241	0.098164	0.058506	0.064168	0.063660
