TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.057088	0.073962	0.091970	0.059676	0.046837	0.062835	0.054358	0.068081	0.075837	0.049292	0.056553	0.065604	0.101897	0.066195	0.069816
A	0.055452	0.066457	0.085310	0.051856	0.053342	0.065904	0.068409	0.081788	0.067301	0.059230	0.055887	0.053672	0.076666	0.091533	0.067193
person	0.043489	0.076338	0.084311	0.060329	0.045344	0.065489	0.049670	0.072107	0.070011	0.049032	0.056308	0.087381	0.087864	0.054518	0.097808
is	0.063085	0.076079	0.081237	0.065548	0.043952	0.065960	0.060329	0.078232	0.058706	0.059871	0.059627	0.070507	0.082627	0.067494	0.066746
at	0.052542	0.049894	0.074253	0.067851	0.052459	0.079276	0.068954	0.088039	0.079804	0.056051	0.050995	0.061544	0.084149	0.065253	0.068937
a	0.055041	0.065782	0.059555	0.050362	0.048046	0.056620	0.063301	0.071832	0.067374	0.058884	0.069467	0.070351	0.089284	0.090244	0.083857
diner	0.068807	0.068681	0.062336	0.058012	0.065999	0.060368	0.075171	0.062819	0.071811	0.053283	0.058631	0.080634	0.079857	0.060742	0.072849
,	0.074625	0.059960	0.078554	0.050336	0.051868	0.076570	0.068236	0.067142	0.066852	0.057869	0.057090	0.078416	0.071828	0.057216	0.083438
ordering	0.063661	0.055233	0.085068	0.052999	0.042830	0.082070	0.061964	0.067206	0.054442	0.069794	0.061228	0.088198	0.083149	0.061142	0.071017
an	0.051310	0.061401	0.072392	0.077576	0.046488	0.076175	0.057903	0.077346	0.070855	0.044119	0.052430	0.076048	0.080190	0.073957	0.081807
o	0.063012	0.059789	0.059443	0.055589	0.063038	0.073683	0.065766	0.066612	0.069998	0.066259	0.059732	0.074606	0.067013	0.069933	0.085526
##mel	0.057466	0.066993	0.077392	0.072306	0.053253	0.067596	0.054236	0.060916	0.080182	0.070712	0.069483	0.069474	0.054121	0.069799	0.076070
##ette	0.051742	0.051373	0.066372	0.046693	0.066596	0.067123	0.081894	0.075756	0.060748	0.047013	0.053183	0.073558	0.079213	0.077698	0.101038
.	0.059339	0.065193	0.072405	0.062178	0.054333	0.082744	0.058350	0.073333	0.059614	0.063942	0.063282	0.074400	0.083251	0.059545	0.068091
[SEP]	0.052413	0.080082	0.075078	0.075278	0.043214	0.053456	0.098479	0.065219	0.082672	0.056352	0.062002	0.051587	0.061738	0.058885	0.083544
