TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.041856	0.047928	0.050715	0.036824	0.070732	0.060167	0.074543	0.052901	0.100935	0.119375	0.077332	0.056671	0.069920	0.059565	0.080536
A	0.051340	0.050592	0.055453	0.049264	0.101230	0.067010	0.111336	0.056778	0.055670	0.083438	0.063766	0.051759	0.068178	0.058477	0.075710
person	0.055678	0.060997	0.069382	0.047382	0.079769	0.048071	0.095764	0.052357	0.082239	0.111640	0.064645	0.049099	0.072352	0.051448	0.059176
is	0.058031	0.047094	0.038533	0.050191	0.082777	0.078013	0.093241	0.045786	0.066925	0.115361	0.067491	0.048134	0.074669	0.052803	0.080951
at	0.050235	0.052730	0.059499	0.033852	0.114134	0.069612	0.104009	0.062272	0.056780	0.102607	0.051590	0.038910	0.074445	0.052325	0.077000
a	0.062391	0.040296	0.046455	0.038776	0.102027	0.069009	0.101907	0.053354	0.066803	0.086225	0.041569	0.049756	0.088629	0.057656	0.095144
diner	0.029406	0.064363	0.060421	0.060843	0.113417	0.074591	0.086565	0.057028	0.064179	0.089842	0.044766	0.040444	0.082437	0.040662	0.091035
,	0.046945	0.039429	0.048038	0.066592	0.092203	0.089169	0.086829	0.060073	0.057207	0.090904	0.071122	0.045044	0.067693	0.055735	0.083018
ordering	0.042580	0.060204	0.052114	0.033587	0.098512	0.087395	0.098700	0.062502	0.062264	0.111430	0.041386	0.060606	0.067993	0.052032	0.068697
an	0.035167	0.045041	0.046052	0.043786	0.094362	0.074037	0.135985	0.053371	0.055440	0.100270	0.053429	0.063140	0.074827	0.046900	0.078191
o	0.026753	0.040714	0.051677	0.045177	0.101882	0.099094	0.116197	0.076188	0.070606	0.079609	0.048538	0.053759	0.058224	0.052693	0.078889
##mel	0.052222	0.062898	0.041619	0.049888	0.091509	0.079074	0.133624	0.060772	0.069376	0.086127	0.045047	0.039155	0.062683	0.040482	0.085525
##ette	0.037044	0.037506	0.055347	0.045665	0.104697	0.079702	0.114086	0.050791	0.061264	0.094430	0.058868	0.056973	0.070537	0.055886	0.077204
.	0.050665	0.050134	0.055256	0.049591	0.120923	0.079457	0.092101	0.046252	0.070345	0.073312	0.057073	0.052185	0.075922	0.050934	0.075850
[SEP]	0.038774	0.048600	0.053694	0.040694	0.161381	0.069289	0.091797	0.057796	0.063086	0.064329	0.044973	0.040898	0.098348	0.058108	0.068233
