TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.059391	0.074878	0.076270	0.088823	0.077600	0.062306	0.064235	0.081806	0.053560	0.086213	0.072040	0.052460	0.040359	0.055080	0.054977
A	0.054532	0.069988	0.049788	0.063690	0.069475	0.086147	0.058068	0.095893	0.052743	0.072629	0.053580	0.062230	0.054282	0.075463	0.081491
person	0.057481	0.048300	0.070445	0.060337	0.071788	0.048692	0.059283	0.080328	0.047815	0.075950	0.073730	0.069004	0.051593	0.069001	0.116254
is	0.057090	0.075153	0.047044	0.077275	0.066890	0.087748	0.064160	0.076238	0.053900	0.072803	0.064887	0.065963	0.048632	0.067477	0.074739
at	0.046977	0.078020	0.061202	0.086948	0.079057	0.092229	0.054001	0.075452	0.065373	0.044473	0.057772	0.053153	0.055675	0.082384	0.067284
a	0.044322	0.043649	0.065808	0.062876	0.068989	0.068376	0.074843	0.112274	0.058088	0.065946	0.059097	0.071265	0.051527	0.087456	0.065483
diner	0.053209	0.066413	0.082624	0.081609	0.097630	0.050173	0.067056	0.080359	0.048591	0.073768	0.053975	0.066835	0.051213	0.071198	0.055347
,	0.061351	0.066979	0.065764	0.067870	0.066053	0.058166	0.072935	0.069093	0.055346	0.058212	0.070813	0.078968	0.061015	0.047335	0.100100
ordering	0.063861	0.077074	0.092114	0.084073	0.063576	0.061434	0.057870	0.084370	0.044571	0.061106	0.063709	0.055390	0.053810	0.059104	0.077938
an	0.080034	0.067651	0.078676	0.060703	0.073819	0.074410	0.055525	0.097615	0.047689	0.066032	0.071802	0.046185	0.048025	0.067084	0.064751
o	0.062776	0.055139	0.065591	0.075136	0.076403	0.102642	0.051082	0.071866	0.060396	0.051324	0.064561	0.052910	0.048949	0.072731	0.088496
##mel	0.062236	0.087666	0.046178	0.103139	0.087406	0.074185	0.073262	0.069730	0.057506	0.060062	0.066447	0.054950	0.060890	0.051203	0.045141
##ette	0.074003	0.064831	0.043208	0.092893	0.055447	0.081168	0.075795	0.071938	0.057437	0.065714	0.087965	0.052183	0.061499	0.058410	0.057508
.	0.039048	0.082936	0.040106	0.090735	0.081817	0.092847	0.058891	0.072395	0.055062	0.075779	0.082992	0.055858	0.042536	0.055681	0.073316
[SEP]	0.073906	0.073997	0.074866	0.067428	0.080990	0.051110	0.053228	0.082544	0.049676	0.070760	0.066365	0.083072	0.049264	0.057933	0.064862
