TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.083316	0.070375	0.049136	0.086894	0.071896	0.063331	0.082838	0.060852	0.066740	0.079774	0.057005	0.037395	0.089429	0.064341	0.036679
A	0.071763	0.067128	0.063049	0.089729	0.061125	0.053898	0.077318	0.073152	0.058666	0.091580	0.050372	0.038669	0.078088	0.075655	0.049808
person	0.061900	0.067158	0.059586	0.081635	0.077750	0.055971	0.084918	0.053353	0.057479	0.069508	0.053274	0.063668	0.086391	0.081176	0.046233
is	0.057994	0.072895	0.072337	0.077936	0.058635	0.069870	0.076240	0.063024	0.056147	0.086021	0.052880	0.048788	0.095121	0.068681	0.043430
at	0.075628	0.057779	0.064477	0.070651	0.063216	0.059860	0.070220	0.074188	0.055193	0.083200	0.062679	0.044337	0.072925	0.066159	0.079488
a	0.109432	0.039308	0.087621	0.058823	0.051311	0.063457	0.056059	0.067377	0.041756	0.081026	0.063104	0.051935	0.083226	0.088866	0.056700
diner	0.074633	0.051308	0.067429	0.072676	0.047793	0.062429	0.067552	0.087195	0.062104	0.066356	0.060588	0.044786	0.092375	0.076363	0.066412
,	0.070887	0.061626	0.069383	0.092867	0.064596	0.052731	0.095863	0.048198	0.061363	0.070459	0.053515	0.052793	0.077987	0.078874	0.048857
ordering	0.075832	0.079322	0.065652	0.066302	0.048891	0.068499	0.072124	0.070559	0.067843	0.076787	0.061141	0.048862	0.079712	0.062799	0.055676
an	0.067381	0.066245	0.063047	0.078508	0.063195	0.045359	0.070234	0.070255	0.055260	0.091546	0.060947	0.054944	0.072477	0.088064	0.052537
o	0.070478	0.052998	0.062755	0.091416	0.060205	0.055707	0.093307	0.065952	0.063773	0.077038	0.061594	0.042761	0.066976	0.072157	0.062884
##mel	0.115252	0.044383	0.080031	0.076956	0.060010	0.037173	0.063720	0.077731	0.047670	0.075974	0.066205	0.040634	0.072727	0.070379	0.071156
##ette	0.075881	0.058704	0.067212	0.073940	0.067339	0.071561	0.061323	0.057453	0.064396	0.068043	0.064303	0.044437	0.076121	0.089067	0.060222
.	0.079370	0.088177	0.051136	0.074110	0.078031	0.067052	0.075657	0.055173	0.060099	0.076366	0.054222	0.050214	0.083489	0.064644	0.042258
[SEP]	0.093579	0.070566	0.054147	0.084354	0.054666	0.051562	0.086362	0.058363	0.070332	0.094207	0.058207	0.034539	0.082330	0.062387	0.044400
