TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.054416	0.086899	0.057583	0.065208	0.085037	0.051615	0.061077	0.059011	0.083161	0.054151	0.061285	0.073472	0.071495	0.070740	0.064850
A	0.062914	0.078379	0.049050	0.057093	0.079848	0.051502	0.073141	0.066263	0.065327	0.072522	0.066489	0.059959	0.099861	0.074362	0.043290
person	0.073307	0.078506	0.070141	0.061416	0.078574	0.056037	0.050313	0.070536	0.067340	0.063232	0.054677	0.065625	0.101778	0.057879	0.050641
is	0.077547	0.091893	0.053028	0.047424	0.050982	0.062081	0.070310	0.060764	0.070326	0.065635	0.062642	0.072387	0.097881	0.062059	0.055041
at	0.062970	0.085293	0.056436	0.063206	0.082201	0.050344	0.059826	0.073480	0.066014	0.071722	0.063353	0.066290	0.077536	0.066886	0.054442
a	0.065914	0.071561	0.056530	0.080151	0.070222	0.051251	0.075469	0.062289	0.073948	0.073404	0.062953	0.054129	0.086439	0.057832	0.057909
diner	0.082788	0.074407	0.060259	0.050742	0.070193	0.052953	0.055358	0.077132	0.061434	0.066222	0.071930	0.056630	0.072032	0.088695	0.059224
,	0.067009	0.085998	0.075963	0.071874	0.050930	0.062678	0.062600	0.073190	0.058806	0.054480	0.056593	0.085248	0.065691	0.066898	0.062042
ordering	0.070853	0.071435	0.049532	0.061562	0.070147	0.048422	0.069063	0.061464	0.100859	0.076246	0.057911	0.066026	0.076112	0.063019	0.057350
an	0.064766	0.095035	0.067211	0.061690	0.058734	0.058315	0.060913	0.078053	0.077553	0.047622	0.048489	0.073679	0.082314	0.064325	0.061302
o	0.050117	0.089351	0.054228	0.072869	0.079925	0.063398	0.080996	0.058175	0.082267	0.049375	0.061432	0.083310	0.060510	0.059609	0.054437
##mel	0.100527	0.085119	0.046187	0.050044	0.085822	0.054321	0.062823	0.060996	0.075018	0.057689	0.065074	0.045601	0.081750	0.062229	0.066800
##ette	0.063777	0.090462	0.073184	0.064454	0.070825	0.060864	0.059900	0.075557	0.059304	0.064832	0.067464	0.054927	0.069733	0.073750	0.050966
.	0.077434	0.084688	0.064871	0.065183	0.049435	0.057113	0.059975	0.069771	0.094533	0.057739	0.059887	0.092886	0.057563	0.054039	0.054880
[SEP]	0.077694	0.073327	0.042703	0.049540	0.078691	0.056731	0.076927	0.068497	0.076888	0.055107	0.074602	0.060069	0.069794	0.082627	0.056803
