TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.058622	0.061127	0.068797	0.064706	0.086897	0.076322	0.046954	0.076445	0.076952	0.059909	0.070234	0.058347	0.066509	0.072068	0.056111
A	0.058738	0.064032	0.078805	0.054358	0.082669	0.071156	0.049977	0.073995	0.067907	0.066039	0.070657	0.067035	0.064746	0.063457	0.066431
person	0.069820	0.072474	0.063707	0.055783	0.084623	0.072486	0.040449	0.064534	0.073813	0.061555	0.075935	0.070923	0.061461	0.068345	0.064089
is	0.066299	0.058753	0.087482	0.054272	0.075559	0.063669	0.044353	0.065870	0.077351	0.080274	0.064710	0.072339	0.067396	0.071750	0.049923
at	0.084825	0.054887	0.089701	0.051729	0.072236	0.076208	0.047442	0.061972	0.052735	0.074758	0.077265	0.045930	0.074896	0.062116	0.073301
a	0.078773	0.057128	0.089681	0.057254	0.056305	0.077351	0.041685	0.064593	0.064094	0.069486	0.104231	0.042193	0.082175	0.057970	0.057081
diner	0.059439	0.053985	0.097929	0.063637	0.079033	0.070010	0.057377	0.068827	0.070885	0.068691	0.057256	0.069969	0.053911	0.072845	0.056206
,	0.065094	0.061910	0.091542	0.053894	0.055692	0.080546	0.054334	0.064726	0.068916	0.070179	0.065034	0.064571	0.064461	0.073559	0.065543
ordering	0.075356	0.053941	0.069992	0.061167	0.067502	0.059700	0.047553	0.072711	0.069861	0.068043	0.086089	0.053063	0.078153	0.068467	0.068403
an	0.070533	0.073389	0.054019	0.056685	0.073339	0.077179	0.055589	0.066414	0.058518	0.080666	0.072008	0.058815	0.067890	0.060766	0.074189
o	0.075778	0.053597	0.080548	0.060326	0.065331	0.077738	0.051181	0.068209	0.079082	0.075414	0.067193	0.053284	0.076685	0.060233	0.055403
##mel	0.083469	0.072842	0.074189	0.054605	0.066238	0.070583	0.048471	0.062384	0.074672	0.070410	0.065250	0.057514	0.064286	0.069583	0.065504
##ette	0.054440	0.061002	0.063845	0.067421	0.099092	0.082001	0.047279	0.064269	0.086670	0.061163	0.082955	0.070214	0.070946	0.048197	0.040504
.	0.066740	0.068639	0.059994	0.047036	0.085304	0.076202	0.047565	0.079175	0.071604	0.069328	0.068694	0.068477	0.057259	0.078323	0.055659
[SEP]	0.052354	0.069234	0.083081	0.061594	0.077667	0.068241	0.054040	0.080504	0.069293	0.059284	0.056036	0.064005	0.060144	0.072193	0.072329
