TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.068292	0.064175	0.042574	0.066952	0.097085	0.066094	0.081575	0.068461	0.094330	0.051016	0.060542	0.069237	0.037328	0.057052	0.075287
A	0.066032	0.064070	0.061394	0.093991	0.087335	0.052913	0.060931	0.063132	0.072663	0.045898	0.070138	0.063028	0.053631	0.059403	0.085440
person	0.057871	0.048877	0.043364	0.069442	0.068191	0.067942	0.080955	0.090110	0.089246	0.071231	0.057678	0.050952	0.064162	0.067352	0.072628
is	0.060573	0.058816	0.042931	0.079614	0.091294	0.068910	0.060127	0.064917	0.062761	0.062801	0.057861	0.066111	0.076703	0.072241	0.074342
at	0.046665	0.066388	0.041014	0.081007	0.112893	0.056439	0.075527	0.054498	0.070122	0.049490	0.058713	0.073846	0.073280	0.069610	0.070508
a	0.051817	0.070960	0.034563	0.073312	0.071072	0.068066	0.071845	0.073738	0.095848	0.042482	0.069428	0.047548	0.060821	0.077590	0.090912
diner	0.066078	0.069386	0.046794	0.075545	0.087535	0.064250	0.055233	0.074373	0.088838	0.050285	0.069947	0.075807	0.056766	0.047781	0.071382
,	0.054805	0.061775	0.050839	0.056466	0.084631	0.059090	0.085428	0.080583	0.070668	0.060639	0.058760	0.070037	0.055094	0.069342	0.081843
ordering	0.066510	0.068528	0.056390	0.089608	0.066239	0.062800	0.051930	0.062096	0.086660	0.053682	0.069814	0.045272	0.062921	0.059971	0.097581
an	0.050727	0.063704	0.054928	0.068019	0.106258	0.076390	0.074009	0.057333	0.067944	0.065389	0.063821	0.063767	0.055610	0.065644	0.066457
o	0.069264	0.064933	0.059166	0.063270	0.075124	0.056614	0.084209	0.060348	0.083114	0.055765	0.074205	0.070345	0.043423	0.049621	0.090600
##mel	0.058934	0.067402	0.048521	0.077199	0.090688	0.061172	0.070827	0.059530	0.083896	0.055538	0.067963	0.058454	0.061605	0.055719	0.082552
##ette	0.043580	0.059273	0.055142	0.071557	0.098674	0.061396	0.061458	0.069541	0.080313	0.059900	0.057920	0.043929	0.066861	0.082377	0.088077
.	0.061855	0.066938	0.041301	0.075656	0.122347	0.055082	0.069033	0.064881	0.080949	0.041854	0.063390	0.055348	0.038470	0.066697	0.096199
[SEP]	0.044262	0.072185	0.045145	0.074878	0.084661	0.065114	0.066233	0.057884	0.084835	0.052988	0.074600	0.075017	0.064818	0.059101	0.078278
