TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.085529	0.054594	0.079188	0.068246	0.074567	0.053688	0.065904	0.060048	0.053256	0.058922	0.078688	0.070209	0.070250	0.052414	0.074497
A	0.051015	0.057789	0.067264	0.079331	0.072013	0.044257	0.062692	0.054866	0.067235	0.051077	0.108770	0.061851	0.066776	0.078835	0.076229
person	0.056445	0.053148	0.060173	0.098988	0.060528	0.068619	0.081019	0.062380	0.051154	0.056849	0.098452	0.046248	0.057971	0.059629	0.088397
is	0.066268	0.063766	0.053887	0.076015	0.071220	0.055528	0.070402	0.075844	0.064791	0.039917	0.096774	0.072034	0.057267	0.066219	0.070065
at	0.052011	0.045173	0.066527	0.103134	0.046776	0.070515	0.081623	0.065713	0.058507	0.064529	0.094216	0.062192	0.051288	0.054943	0.082851
a	0.047019	0.041936	0.093945	0.104202	0.049815	0.051218	0.087519	0.071760	0.052937	0.048690	0.098492	0.071916	0.040695	0.048549	0.091307
diner	0.066485	0.046267	0.054743	0.083152	0.051314	0.060965	0.075972	0.050025	0.076959	0.050750	0.089100	0.054366	0.055996	0.057499	0.126408
,	0.058583	0.056354	0.065227	0.076834	0.057949	0.090938	0.062907	0.064655	0.053328	0.061698	0.109446	0.051845	0.051548	0.055847	0.082844
ordering	0.049675	0.047246	0.066558	0.103946	0.061760	0.058115	0.084090	0.082422	0.050431	0.063704	0.097945	0.070636	0.046648	0.050591	0.066233
an	0.055520	0.042708	0.071526	0.110686	0.037444	0.053786	0.078238	0.065836	0.038632	0.084178	0.105129	0.051541	0.044914	0.070307	0.089552
o	0.047820	0.053453	0.066423	0.091998	0.080341	0.054371	0.093718	0.077815	0.059251	0.051102	0.066064	0.077190	0.050021	0.061318	0.069114
##mel	0.067872	0.048853	0.074366	0.082147	0.052657	0.059901	0.082652	0.072326	0.052998	0.058615	0.091241	0.067630	0.045424	0.047349	0.095969
##ette	0.059267	0.045482	0.085088	0.064143	0.047771	0.059673	0.082745	0.072438	0.063165	0.053026	0.064537	0.074178	0.067932	0.061371	0.099183
.	0.066153	0.044988	0.068096	0.086542	0.051383	0.052934	0.109716	0.065495	0.054998	0.048759	0.093721	0.078471	0.035701	0.056821	0.086221
[SEP]	0.084204	0.060577	0.070021	0.088971	0.066411	0.062819	0.058725	0.068611	0.050790	0.063083	0.075244	0.067667	0.058074	0.058223	0.066581
