TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.069804	0.056838	0.058278	0.060379	0.064201	0.073087	0.055893	0.067568	0.070003	0.092211	0.075128	0.066396	0.064678	0.063418	0.062119
A	0.045843	0.058548	0.058806	0.058546	0.089046	0.071481	0.055560	0.077396	0.070238	0.066831	0.075459	0.086542	0.078389	0.053615	0.053700
person	0.060971	0.051745	0.051276	0.047806	0.071718	0.057643	0.071776	0.087241	0.066928	0.069728	0.085758	0.079344	0.067632	0.062611	0.067825
is	0.056458	0.046800	0.062568	0.056506	0.095598	0.062994	0.052862	0.077594	0.062230	0.091878	0.057966	0.094927	0.065150	0.050802	0.065666
at	0.078350	0.057543	0.051744	0.052031	0.079324	0.073711	0.068166	0.069456	0.064162	0.065496	0.090607	0.073982	0.066113	0.043201	0.066115
a	0.071767	0.065984	0.061542	0.073993	0.069433	0.066673	0.055131	0.083629	0.058146	0.064551	0.073226	0.054472	0.082616	0.059870	0.058967
diner	0.072823	0.060804	0.068357	0.071349	0.069803	0.052389	0.058208	0.060462	0.072244	0.071047	0.062654	0.072568	0.076083	0.058661	0.072546
,	0.058874	0.055954	0.057751	0.059079	0.067508	0.072454	0.071962	0.068087	0.069114	0.099153	0.068785	0.073678	0.056683	0.057847	0.063070
ordering	0.053553	0.068407	0.057966	0.054311	0.082123	0.076956	0.050959	0.072075	0.049331	0.101822	0.090036	0.071603	0.065403	0.055980	0.049476
an	0.074083	0.085920	0.041872	0.079673	0.071650	0.074232	0.066204	0.061130	0.077070	0.055276	0.080528	0.069322	0.067649	0.049494	0.045897
o	0.067688	0.053496	0.068817	0.063030	0.057754	0.055890	0.062452	0.067758	0.053357	0.097846	0.076851	0.092873	0.056957	0.045061	0.080169
##mel	0.061580	0.051541	0.058929	0.063309	0.087383	0.068069	0.056089	0.063872	0.071271	0.076122	0.071673	0.078070	0.075932	0.056411	0.059747
##ette	0.062296	0.056751	0.058370	0.065011	0.074873	0.064296	0.055553	0.063872	0.067844	0.095891	0.069307	0.090369	0.060028	0.046579	0.068960
.	0.063455	0.065317	0.068380	0.064221	0.075093	0.064144	0.055755	0.066932	0.063840	0.078181	0.072688	0.077049	0.071381	0.046656	0.066909
[SEP]	0.060534	0.053516	0.058177	0.063897	0.065990	0.060044	0.058162	0.070865	0.073084	0.078612	0.060692	0.076886	0.077945	0.084730	0.056866
