TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.082751	0.067194	0.050164	0.075679	0.053938	0.053867	0.069266	0.060368	0.076653	0.062938	0.062327	0.096012	0.052485	0.067136	0.069222
A	0.054784	0.073952	0.056703	0.065245	0.063433	0.057525	0.074706	0.061676	0.076811	0.062234	0.057187	0.088280	0.047141	0.087636	0.072685
person	0.100946	0.062323	0.052494	0.042360	0.054180	0.065512	0.058051	0.084218	0.053517	0.068909	0.057347	0.079917	0.070967	0.076778	0.072480
is	0.071774	0.085648	0.073752	0.082173	0.052349	0.060000	0.063590	0.059061	0.063011	0.078623	0.065168	0.068442	0.049653	0.059876	0.066879
at	0.093691	0.072664	0.044015	0.067080	0.038287	0.040596	0.082916	0.070561	0.068756	0.088446	0.066419	0.068765	0.063231	0.062586	0.071987
a	0.094778	0.084481	0.043059	0.059307	0.056204	0.043364	0.083210	0.074033	0.054842	0.071273	0.060503	0.085574	0.048100	0.063940	0.077335
diner	0.086685	0.088193	0.052728	0.050273	0.050492	0.056262	0.063011	0.069344	0.066966	0.073676	0.059984	0.068565	0.068819	0.055605	0.089396
,	0.079678	0.100408	0.054773	0.073519	0.042937	0.051797	0.051845	0.084276	0.082502	0.066649	0.058985	0.064976	0.072863	0.041611	0.073182
ordering	0.092765	0.084274	0.041190	0.066498	0.040376	0.045559	0.064234	0.103412	0.045795	0.082671	0.061528	0.058368	0.080741	0.045811	0.086779
an	0.073597	0.054141	0.042262	0.060963	0.072161	0.062310	0.087290	0.083560	0.059785	0.077023	0.057294	0.075534	0.055700	0.078544	0.059836
o	0.069054	0.093870	0.036745	0.074788	0.053207	0.046393	0.086106	0.076387	0.071824	0.080761	0.064219	0.073943	0.075370	0.040634	0.056699
##mel	0.063506	0.070396	0.048235	0.055474	0.049041	0.065315	0.075915	0.079125	0.070312	0.081704	0.065834	0.077913	0.072760	0.054340	0.070129
##ette	0.075303	0.085362	0.056129	0.073789	0.061512	0.053710	0.055678	0.049470	0.057845	0.067387	0.079788	0.073803	0.058113	0.068786	0.083327
.	0.071247	0.081474	0.050264	0.076659	0.051473	0.045520	0.075891	0.053460	0.056738	0.069504	0.094980	0.075504	0.052969	0.051562	0.092757
[SEP]	0.084999	0.074533	0.054187	0.071782	0.051895	0.054126	0.086353	0.059172	0.068581	0.062302	0.080147	0.077496	0.056486	0.051507	0.066434
