TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.051229	0.066473	0.067511	0.089872	0.083678	0.080899	0.063815	0.059836	0.080872	0.070717	0.046487	0.065573	0.056357	0.048245	0.068436
A	0.067113	0.068101	0.063299	0.070471	0.060093	0.059367	0.082236	0.058161	0.070140	0.041510	0.071853	0.078007	0.063996	0.060389	0.085265
person	0.065514	0.060873	0.055073	0.090031	0.063469	0.088472	0.057624	0.066454	0.076572	0.052954	0.059168	0.058157	0.075896	0.056422	0.073322
is	0.053441	0.074492	0.053370	0.088136	0.044080	0.078389	0.088916	0.058106	0.080147	0.043768	0.083356	0.060592	0.061644	0.054810	0.076754
at	0.058635	0.058672	0.071792	0.080996	0.062943	0.070032	0.076302	0.067466	0.074231	0.053051	0.055433	0.071123	0.050987	0.054855	0.093482
a	0.070542	0.083655	0.038383	0.066202	0.060218	0.070682	0.067728	0.051330	0.076353	0.055311	0.081528	0.067792	0.071174	0.070852	0.068248
diner	0.064583	0.060660	0.067022	0.092244	0.065006	0.084202	0.064868	0.057990	0.079150	0.057043	0.052512	0.068885	0.059469	0.056286	0.070079
,	0.059278	0.080518	0.045323	0.099111	0.055215	0.072365	0.069563	0.048624	0.085588	0.058666	0.065660	0.059678	0.073110	0.059873	0.067429
ordering	0.057799	0.061481	0.071692	0.071070	0.053197	0.068686	0.073933	0.056642	0.064519	0.054003	0.070730	0.077175	0.065495	0.064071	0.089508
an	0.055269	0.071753	0.057755	0.078688	0.055498	0.070777	0.063517	0.063174	0.063405	0.056898	0.074784	0.061543	0.074866	0.059965	0.092109
o	0.060847	0.058293	0.052918	0.091269	0.059138	0.075905	0.068699	0.050920	0.091416	0.042915	0.056041	0.070724	0.063666	0.073891	0.083358
##mel	0.074880	0.050174	0.065639	0.063893	0.086649	0.082449	0.068356	0.056909	0.063699	0.046471	0.052289	0.096060	0.064906	0.061864	0.065762
##ette	0.078257	0.062439	0.070014	0.068826	0.062102	0.070045	0.083418	0.065886	0.067450	0.044755	0.053629	0.088485	0.054462	0.060977	0.069254
.	0.061324	0.069898	0.064498	0.073430	0.086585	0.065910	0.060082	0.053164	0.084954	0.052883	0.059556	0.076542	0.053324	0.053136	0.084712
[SEP]	0.071932	0.069170	0.048508	0.113248	0.059682	0.060048	0.071125	0.055190	0.086778	0.051685	0.057281	0.067562	0.064977	0.052285	0.070531
