TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.093988	0.072714	0.102429	0.058201	0.044594	0.053108	0.057320	0.059736	0.070008	0.082304	0.093880	0.053319	0.059115	0.055746	0.043538
A	0.067653	0.089789	0.065890	0.067195	0.062452	0.054595	0.064297	0.062978	0.062438	0.085921	0.065283	0.080472	0.053679	0.059475	0.057885
person	0.081732	0.072063	0.060066	0.070375	0.051592	0.051026	0.067192	0.066408	0.085583	0.076910	0.060546	0.052050	0.061696	0.067337	0.075424
is	0.066714	0.094930	0.056400	0.074002	0.054689	0.059825	0.063584	0.062882	0.067813	0.095133	0.069799	0.067324	0.050685	0.058117	0.058104
at	0.072702	0.061609	0.072851	0.055877	0.053905	0.067157	0.071765	0.059334	0.064590	0.089945	0.072150	0.075556	0.047140	0.078925	0.056494
a	0.073207	0.066924	0.083623	0.055927	0.055816	0.048767	0.071387	0.068129	0.069994	0.086059	0.086023	0.066235	0.044402	0.070026	0.053482
diner	0.066400	0.066427	0.108718	0.071252	0.046688	0.064101	0.059236	0.066277	0.057937	0.075649	0.077980	0.074691	0.064264	0.053390	0.046987
,	0.074232	0.086308	0.072867	0.076086	0.056704	0.047615	0.070778	0.056675	0.080354	0.082501	0.069173	0.064909	0.042992	0.062482	0.056323
ordering	0.080635	0.081540	0.083115	0.053053	0.063390	0.051809	0.060599	0.054018	0.072169	0.069300	0.078047	0.078817	0.056629	0.061471	0.055409
an	0.081960	0.072022	0.070055	0.052049	0.045204	0.056403	0.058610	0.068021	0.065414	0.087006	0.085303	0.073451	0.052550	0.069578	0.062376
o	0.083941	0.079730	0.082423	0.056833	0.048366	0.059546	0.058777	0.066509	0.061775	0.085389	0.086625	0.057883	0.045481	0.073798	0.052923
##mel	0.058442	0.077328	0.083018	0.061966	0.050987	0.043489	0.073227	0.064460	0.064938	0.070446	0.074087	0.061763	0.048260	0.076833	0.090758
##ette	0.085103	0.056231	0.084425	0.074850	0.056482	0.049506	0.075598	0.056062	0.072375	0.068001	0.070915	0.058561	0.062459	0.073870	0.055563
.	0.068962	0.067234	0.085124	0.059135	0.062914	0.066137	0.059183	0.057994	0.076925	0.090495	0.073561	0.070543	0.054011	0.057018	0.050766
[SEP]	0.068534	0.086212	0.082743	0.070606	0.054398	0.055776	0.064749	0.060047	0.059421	0.074757	0.077713	0.065940	0.057795	0.071221	0.050088
