TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.094949	0.040934	0.056295	0.074198	0.062074	0.083089	0.082690	0.053555	0.065563	0.111598	0.071515	0.052607	0.048370	0.055075	0.047485
A	0.055822	0.057208	0.080876	0.072507	0.079241	0.062724	0.086829	0.063836	0.059492	0.076597	0.060548	0.066941	0.057115	0.069958	0.050306
person	0.080851	0.054250	0.071774	0.061644	0.066348	0.061734	0.103931	0.061824	0.067798	0.070679	0.059570	0.054481	0.067857	0.067652	0.049608
is	0.061653	0.046840	0.068156	0.056216	0.069883	0.085680	0.069940	0.055628	0.068959	0.088048	0.060624	0.065715	0.069063	0.088714	0.044881
at	0.069246	0.046244	0.057999	0.067725	0.059816	0.066715	0.079350	0.066758	0.070387	0.115382	0.066990	0.050464	0.047316	0.085775	0.049834
a	0.065832	0.058257	0.071670	0.069392	0.081125	0.055740	0.068601	0.071808	0.068691	0.068744	0.059513	0.061030	0.059111	0.084637	0.055849
diner	0.058908	0.061686	0.082213	0.076187	0.054667	0.067550	0.055213	0.077837	0.060440	0.079828	0.065857	0.042139	0.064905	0.099907	0.052664
,	0.061914	0.082090	0.069678	0.070306	0.067451	0.067428	0.064013	0.071988	0.097538	0.057230	0.062582	0.037642	0.065642	0.084716	0.039782
ordering	0.068207	0.071490	0.072839	0.062934	0.056237	0.087561	0.058115	0.067134	0.078715	0.075375	0.066096	0.054548	0.064022	0.070963	0.045764
an	0.061737	0.057262	0.071003	0.069673	0.069994	0.067125	0.075611	0.070403	0.065591	0.074057	0.062163	0.050937	0.081623	0.079408	0.043413
o	0.071291	0.046250	0.072969	0.079402	0.062668	0.065688	0.069575	0.081419	0.062420	0.051995	0.064881	0.055738	0.065300	0.103160	0.047245
##mel	0.081780	0.053559	0.042561	0.084848	0.045960	0.055898	0.056726	0.096175	0.065463	0.099545	0.064421	0.053527	0.067388	0.077314	0.054836
##ette	0.076768	0.049041	0.073326	0.054870	0.059552	0.055966	0.082535	0.062351	0.059870	0.101836	0.061943	0.074359	0.065070	0.078760	0.043751
.	0.069418	0.056138	0.055554	0.080660	0.056067	0.078449	0.084300	0.067475	0.051854	0.068361	0.060070	0.060104	0.070881	0.089659	0.051009
[SEP]	0.083487	0.035739	0.082340	0.053565	0.072797	0.070456	0.054462	0.057241	0.054063	0.084237	0.050416	0.064474	0.054990	0.135993	0.045739
