TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.062938	0.064957	0.072012	0.057499	0.069509	0.082740	0.097074	0.061471	0.065584	0.053414	0.043774	0.056314	0.062441	0.059840	0.090433
A	0.051033	0.077450	0.068922	0.080143	0.056611	0.107981	0.079480	0.050129	0.078953	0.071433	0.038549	0.068595	0.062896	0.055424	0.052402
person	0.056233	0.065082	0.096371	0.099476	0.061633	0.085176	0.101104	0.039767	0.050816	0.054609	0.056570	0.047036	0.066066	0.063374	0.056687
is	0.082791	0.053084	0.078026	0.088526	0.042901	0.079448	0.073049	0.073509	0.071138	0.067364	0.060404	0.053816	0.059075	0.075890	0.040978
at	0.064880	0.063910	0.098339	0.075380	0.060821	0.059649	0.069448	0.065700	0.073038	0.060294	0.058685	0.072048	0.049071	0.051473	0.077263
a	0.062657	0.065578	0.068236	0.052588	0.070551	0.093081	0.076094	0.072696	0.086284	0.057841	0.044446	0.062431	0.063313	0.058788	0.065417
diner	0.071635	0.050750	0.065987	0.076371	0.074368	0.074266	0.067101	0.058826	0.070603	0.063475	0.054044	0.077733	0.061446	0.074737	0.058660
,	0.050866	0.070554	0.070297	0.066116	0.051027	0.101331	0.089212	0.057906	0.088858	0.052012	0.061566	0.045169	0.059768	0.071748	0.063571
ordering	0.048411	0.062247	0.071903	0.112372	0.059566	0.065720	0.091499	0.061330	0.095099	0.060263	0.047525	0.050614	0.042165	0.067648	0.063640
an	0.055524	0.070999	0.093057	0.081283	0.064433	0.083150	0.069712	0.056457	0.069293	0.057014	0.049389	0.048828	0.062769	0.068629	0.069463
o	0.040540	0.057181	0.085790	0.091814	0.066645	0.061898	0.088849	0.057588	0.069244	0.053643	0.046167	0.090485	0.059131	0.051399	0.079624
##mel	0.068964	0.070734	0.084994	0.088218	0.057686	0.081798	0.073610	0.047929	0.082104	0.057793	0.045249	0.066385	0.043009	0.074182	0.057346
##ette	0.058019	0.058440	0.083593	0.076758	0.043305	0.074686	0.084684	0.067527	0.061490	0.064007	0.064347	0.061756	0.067172	0.074211	0.060005
.	0.064669	0.045893	0.069432	0.065563	0.056758	0.064895	0.099297	0.071486	0.082014	0.060008	0.049552	0.071515	0.061412	0.057292	0.080213
[SEP]	0.075271	0.061765	0.060531	0.089416	0.044379	0.058496	0.085047	0.064639	0.066503	0.066122	0.054689	0.064647	0.071019	0.078777	0.058699
