TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.066627	0.067882	0.047358	0.057236	0.095748	0.058075	0.075309	0.057092	0.061303	0.088095	0.053928	0.068618	0.066238	0.066384	0.070108
A	0.080206	0.071585	0.044302	0.039546	0.095160	0.050159	0.102816	0.052487	0.075266	0.085116	0.070543	0.075865	0.067243	0.047105	0.042600
person	0.068421	0.077230	0.057006	0.049796	0.095073	0.063349	0.069966	0.054123	0.073282	0.083469	0.071843	0.079352	0.067290	0.041146	0.048652
is	0.065845	0.085129	0.062598	0.068492	0.059538	0.048077	0.070751	0.060630	0.074565	0.099493	0.063614	0.073305	0.061296	0.058338	0.048330
at	0.072755	0.086318	0.049789	0.047491	0.065801	0.067133	0.079907	0.057181	0.071518	0.115021	0.055213	0.063242	0.067774	0.062619	0.038237
a	0.069744	0.066141	0.065951	0.065122	0.075058	0.063777	0.066540	0.065546	0.064757	0.098924	0.067488	0.055131	0.058184	0.069697	0.047942
diner	0.067994	0.071880	0.059566	0.066158	0.086841	0.058722	0.064216	0.060508	0.085273	0.091137	0.069367	0.054020	0.055675	0.054832	0.053811
,	0.077299	0.095922	0.056334	0.077144	0.055923	0.046699	0.094088	0.065487	0.063840	0.092368	0.053098	0.050386	0.059802	0.064426	0.047184
ordering	0.073912	0.078733	0.072162	0.066488	0.064806	0.044439	0.061307	0.056872	0.080030	0.104453	0.057070	0.066460	0.051391	0.071950	0.049928
an	0.070281	0.069913	0.051203	0.049655	0.067390	0.069390	0.104114	0.046433	0.083917	0.078521	0.065276	0.075082	0.050512	0.065554	0.052760
o	0.060038	0.101239	0.058859	0.069085	0.078266	0.046873	0.069241	0.060104	0.060033	0.088877	0.068307	0.068607	0.067986	0.053577	0.048906
##mel	0.068844	0.074332	0.054291	0.050060	0.083113	0.050248	0.065609	0.073628	0.065698	0.093414	0.059461	0.060577	0.063195	0.074953	0.062577
##ette	0.068179	0.086424	0.056939	0.069677	0.071115	0.053326	0.068365	0.071467	0.074105	0.107104	0.047403	0.072662	0.061996	0.047739	0.043499
.	0.068830	0.069048	0.051599	0.069105	0.085119	0.039549	0.089706	0.050761	0.054640	0.088242	0.074343	0.070828	0.070449	0.065059	0.052724
[SEP]	0.071313	0.081309	0.044347	0.061677	0.078020	0.066175	0.090287	0.044684	0.058413	0.072610	0.061875	0.062653	0.080490	0.044601	0.081547
