TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.101598	0.057679	0.041182	0.047828	0.050883	0.055603	0.053094	0.054759	0.088523	0.079530	0.088727	0.079428	0.067133	0.069347	0.064685
A	0.066332	0.066547	0.061339	0.065161	0.049839	0.058999	0.080781	0.068474	0.079116	0.054624	0.086442	0.057567	0.050213	0.070178	0.084388
person	0.076164	0.047223	0.079276	0.051566	0.062413	0.069089	0.067057	0.068152	0.088604	0.048595	0.083811	0.068863	0.052856	0.060824	0.075508
is	0.090622	0.068202	0.072643	0.060218	0.045367	0.057568	0.083865	0.061982	0.082964	0.075115	0.065881	0.067524	0.045560	0.072029	0.050460
at	0.096793	0.069380	0.056316	0.051938	0.054176	0.056746	0.068745	0.063339	0.074170	0.086823	0.070896	0.070093	0.053976	0.062351	0.064259
a	0.077124	0.055671	0.058130	0.053946	0.056795	0.076380	0.060219	0.051020	0.119043	0.059989	0.074159	0.066532	0.042764	0.084653	0.063573
diner	0.072475	0.053284	0.049902	0.050128	0.072019	0.061666	0.055738	0.045588	0.091518	0.085481	0.070571	0.085459	0.050558	0.078689	0.076923
,	0.093536	0.048296	0.069419	0.048872	0.051279	0.075401	0.061191	0.056962	0.083276	0.087133	0.070102	0.061935	0.057602	0.060273	0.074722
ordering	0.116345	0.057403	0.060374	0.058576	0.051153	0.053241	0.070052	0.052751	0.088718	0.074208	0.071247	0.076100	0.039552	0.069393	0.060886
an	0.109630	0.055259	0.090378	0.043101	0.046948	0.067695	0.093125	0.060599	0.078354	0.062371	0.060953	0.068172	0.034490	0.065234	0.063693
o	0.080589	0.048279	0.056842	0.055764	0.042468	0.078893	0.077656	0.057301	0.084530	0.070152	0.060771	0.084632	0.059202	0.088772	0.054149
##mel	0.073267	0.063674	0.060825	0.060735	0.050892	0.076826	0.071157	0.074215	0.088642	0.072534	0.069992	0.066350	0.052823	0.063320	0.054747
##ette	0.104411	0.056094	0.061549	0.046375	0.037331	0.070238	0.058322	0.070273	0.092271	0.072156	0.072038	0.048267	0.068121	0.088777	0.053776
.	0.081812	0.068011	0.054032	0.055906	0.047511	0.057215	0.062588	0.069097	0.075195	0.077433	0.102681	0.071813	0.063327	0.056537	0.056843
[SEP]	0.111539	0.059685	0.060707	0.052798	0.037955	0.056395	0.084574	0.060824	0.080741	0.069710	0.072030	0.055579	0.052883	0.083328	0.061252
