TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.048951	0.067692	0.054859	0.066882	0.058292	0.046196	0.102174	0.079401	0.092284	0.045926	0.074001	0.055875	0.070249	0.052933	0.084285
A	0.063459	0.076701	0.060998	0.044891	0.055005	0.059060	0.086253	0.081504	0.079625	0.061923	0.071083	0.045778	0.068913	0.084012	0.060795
person	0.063694	0.050527	0.065062	0.056809	0.045316	0.057824	0.097332	0.068084	0.106792	0.059101	0.069135	0.047224	0.054608	0.087592	0.070899
is	0.059372	0.061469	0.079157	0.047304	0.049606	0.052910	0.099480	0.070324	0.090015	0.055941	0.059052	0.045488	0.077862	0.090693	0.061327
at	0.069889	0.047596	0.055035	0.050878	0.045402	0.072257	0.086369	0.083256	0.065614	0.051253	0.056134	0.059910	0.073194	0.105187	0.078026
a	0.060268	0.064258	0.069544	0.068169	0.078161	0.067038	0.061211	0.069044	0.088253	0.062615	0.048388	0.062712	0.056514	0.075161	0.068663
diner	0.066572	0.056131	0.082217	0.067720	0.047224	0.058755	0.089938	0.083104	0.057770	0.045145	0.054400	0.040474	0.092124	0.057387	0.101039
,	0.056486	0.092468	0.066419	0.077971	0.069141	0.060500	0.072697	0.072631	0.095159	0.057790	0.045020	0.048018	0.053631	0.057259	0.074812
ordering	0.062440	0.046303	0.061094	0.063751	0.072314	0.056240	0.073236	0.111223	0.053601	0.048483	0.077494	0.061218	0.093995	0.056410	0.062196
an	0.065067	0.059831	0.081740	0.053160	0.059837	0.058082	0.076480	0.058223	0.102429	0.046438	0.056922	0.063650	0.068888	0.082380	0.066873
o	0.061356	0.052246	0.069358	0.062743	0.060622	0.074866	0.071980	0.081610	0.077748	0.035390	0.067752	0.057948	0.081517	0.056206	0.088656
##mel	0.059765	0.052316	0.055953	0.062565	0.061023	0.090956	0.082029	0.066017	0.069592	0.051281	0.047063	0.057814	0.058616	0.094103	0.090908
##ette	0.080070	0.076971	0.057919	0.047255	0.067170	0.046123	0.064628	0.099445	0.086581	0.055034	0.052320	0.055416	0.067359	0.053168	0.090542
.	0.053516	0.073549	0.081413	0.077966	0.056177	0.051777	0.073422	0.070179	0.084476	0.063872	0.055423	0.053151	0.049302	0.071489	0.084286
[SEP]	0.055045	0.101547	0.065578	0.051871	0.079263	0.051894	0.072477	0.051323	0.100065	0.067045	0.037670	0.065274	0.051900	0.051231	0.097815
