TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.073791	0.086902	0.077994	0.058062	0.077697	0.075589	0.045648	0.065029	0.070170	0.057459	0.063839	0.046015	0.068863	0.070712	0.062231
A	0.049927	0.071392	0.079232	0.065933	0.105062	0.068576	0.039874	0.063061	0.046802	0.055263	0.070028	0.067666	0.078741	0.069265	0.069179
person	0.078002	0.069010	0.061707	0.088450	0.065107	0.099932	0.053168	0.064489	0.061687	0.042784	0.063438	0.050075	0.056076	0.068679	0.077395
is	0.066748	0.088646	0.095005	0.059314	0.052191	0.078640	0.046742	0.063098	0.060986	0.071546	0.054483	0.054962	0.059786	0.078286	0.069567
at	0.063146	0.081905	0.081632	0.051140	0.068042	0.066165	0.055188	0.054511	0.084295	0.054629	0.060989	0.073780	0.074982	0.079690	0.049905
a	0.086483	0.066337	0.057610	0.071162	0.086976	0.098746	0.038528	0.064377	0.059757	0.054991	0.054377	0.059832	0.075516	0.071791	0.053517
diner	0.054333	0.085636	0.067179	0.076525	0.089927	0.069519	0.047074	0.054992	0.059428	0.064622	0.063163	0.061185	0.052020	0.072090	0.082306
,	0.093236	0.066060	0.061752	0.080735	0.068913	0.077195	0.041863	0.079214	0.068218	0.051466	0.062214	0.053200	0.069125	0.058209	0.068601
ordering	0.059873	0.066359	0.065055	0.076595	0.091850	0.062471	0.058902	0.055497	0.069704	0.058996	0.071673	0.058454	0.055565	0.068998	0.080009
an	0.065546	0.073081	0.063992	0.075855	0.113641	0.078315	0.055868	0.061264	0.072575	0.068552	0.061795	0.043528	0.051315	0.060366	0.054307
o	0.059376	0.086593	0.107794	0.041334	0.064131	0.085573	0.046275	0.058974	0.063750	0.056006	0.058699	0.060793	0.080489	0.078235	0.051977
##mel	0.067763	0.068458	0.074168	0.057111	0.076954	0.079504	0.047470	0.059975	0.067992	0.063122	0.070204	0.063167	0.060389	0.076380	0.067343
##ette	0.050965	0.065668	0.066079	0.049570	0.090777	0.098473	0.036574	0.067695	0.060061	0.052077	0.057447	0.086275	0.114058	0.067398	0.036884
.	0.088801	0.063341	0.063125	0.068147	0.077118	0.078175	0.053847	0.063780	0.068138	0.067883	0.064945	0.053825	0.065756	0.058357	0.064760
[SEP]	0.074061	0.077900	0.079792	0.057151	0.080705	0.074826	0.051099	0.047819	0.077056	0.060636	0.063961	0.053024	0.095352	0.054360	0.052258
