TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.077485	0.055471	0.076504	0.059382	0.059759	0.075853	0.057549	0.068299	0.061015	0.091104	0.057435	0.041683	0.053574	0.065137	0.099750
A	0.055429	0.043076	0.042836	0.040008	0.094108	0.054627	0.079378	0.047416	0.094510	0.092445	0.059796	0.045852	0.052745	0.058454	0.139319
person	0.067548	0.045509	0.053567	0.060394	0.084560	0.058014	0.067352	0.075102	0.059981	0.070154	0.077123	0.054688	0.080170	0.075039	0.070796
is	0.049063	0.055655	0.046136	0.057148	0.084976	0.068177	0.072672	0.059995	0.086460	0.090221	0.045817	0.054455	0.068214	0.063523	0.097490
at	0.057491	0.046304	0.051233	0.054390	0.063580	0.060012	0.064694	0.042934	0.059338	0.074542	0.067001	0.044929	0.083131	0.077962	0.152459
a	0.056202	0.046958	0.052356	0.061100	0.090460	0.092891	0.056588	0.061792	0.083539	0.082231	0.051844	0.055082	0.065817	0.062289	0.080852
diner	0.053007	0.038233	0.054657	0.065505	0.052309	0.087490	0.063288	0.066549	0.101228	0.089459	0.058632	0.075442	0.062106	0.072633	0.059462
,	0.043281	0.031590	0.047378	0.068407	0.076546	0.064454	0.064503	0.060448	0.068023	0.084448	0.038140	0.037748	0.064089	0.121860	0.129086
ordering	0.066794	0.056166	0.061893	0.055967	0.084009	0.078624	0.057746	0.076525	0.049603	0.071097	0.062705	0.055956	0.050271	0.064868	0.107775
an	0.049740	0.044347	0.040197	0.053150	0.069842	0.081579	0.074798	0.066879	0.079614	0.101114	0.063225	0.060920	0.057760	0.076647	0.080188
o	0.073121	0.055467	0.061911	0.054176	0.084188	0.066149	0.061456	0.070410	0.057464	0.090195	0.061075	0.056659	0.069934	0.071445	0.066351
##mel	0.057304	0.058027	0.041991	0.066790	0.075228	0.093247	0.050835	0.086551	0.045538	0.105262	0.071629	0.056097	0.076828	0.051516	0.063159
##ette	0.069438	0.038190	0.037028	0.056853	0.081971	0.064259	0.059563	0.073740	0.086216	0.100886	0.068191	0.052236	0.071128	0.071888	0.068413
.	0.070196	0.037410	0.040949	0.069319	0.067090	0.066385	0.076789	0.063191	0.099687	0.099448	0.053590	0.054893	0.062344	0.061637	0.077073
[SEP]	0.061348	0.034588	0.055615	0.063490	0.076320	0.055989	0.083230	0.057512	0.091830	0.072327	0.054270	0.056265	0.065181	0.087415	0.084619
