TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.080649	0.056524	0.061708	0.075981	0.086795	0.069252	0.068634	0.087987	0.067687	0.057578	0.061730	0.066817	0.054955	0.054791	0.048913
A	0.071337	0.071017	0.072377	0.083403	0.070453	0.096802	0.071394	0.086319	0.058750	0.059882	0.047691	0.050916	0.054553	0.052876	0.052230
person	0.054079	0.064177	0.058025	0.065588	0.073944	0.074388	0.074524	0.091292	0.081768	0.059623	0.058243	0.060840	0.039251	0.049853	0.094404
is	0.081030	0.052791	0.076008	0.062285	0.072386	0.070498	0.063279	0.059209	0.073535	0.088995	0.061976	0.073318	0.048079	0.062943	0.053669
at	0.072624	0.064147	0.063050	0.097328	0.079366	0.089984	0.064628	0.071775	0.057054	0.060103	0.058505	0.070052	0.048419	0.056170	0.046794
a	0.060416	0.060999	0.052694	0.062220	0.103158	0.079193	0.081890	0.089475	0.068442	0.060817	0.059153	0.062204	0.048496	0.064870	0.045973
diner	0.072512	0.072307	0.068656	0.108593	0.076323	0.068809	0.057966	0.070366	0.059570	0.076227	0.063173	0.079492	0.041162	0.048778	0.036065
,	0.061599	0.063650	0.052924	0.074325	0.082630	0.083844	0.080208	0.072105	0.073058	0.074856	0.063699	0.065944	0.046190	0.059458	0.045509
ordering	0.064390	0.068073	0.059267	0.093725	0.078915	0.073735	0.079107	0.082462	0.073925	0.069457	0.053413	0.053304	0.044845	0.059437	0.045946
an	0.071145	0.068510	0.056487	0.066651	0.097952	0.089119	0.076725	0.077221	0.071577	0.062088	0.061168	0.052002	0.046878	0.044171	0.058306
o	0.066655	0.053615	0.056550	0.066059	0.079766	0.089850	0.077444	0.069360	0.068959	0.082301	0.059197	0.067924	0.037591	0.074268	0.050462
##mel	0.070261	0.067933	0.056368	0.079256	0.096941	0.076284	0.056254	0.075318	0.064629	0.065990	0.057241	0.063189	0.052898	0.063084	0.054355
##ette	0.064981	0.062797	0.073108	0.073837	0.086557	0.083178	0.075101	0.074712	0.063318	0.066789	0.048346	0.062587	0.041217	0.065544	0.057927
.	0.073390	0.056166	0.062765	0.076176	0.067113	0.083019	0.069312	0.076678	0.080813	0.059729	0.049270	0.066317	0.056306	0.059710	0.063237
[SEP]	0.070224	0.049659	0.054367	0.074847	0.082108	0.071241	0.063151	0.068340	0.062327	0.060158	0.062147	0.098532	0.050015	0.075043	0.057841
