TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.078007	0.085632	0.063630	0.057968	0.046849	0.061636	0.069176	0.068573	0.078731	0.079276	0.047015	0.067158	0.084615	0.072462	0.039270
A	0.083611	0.066195	0.054682	0.075972	0.054008	0.045245	0.054590	0.072593	0.047880	0.086574	0.059355	0.087619	0.101967	0.060610	0.049099
person	0.085378	0.065569	0.059779	0.054614	0.066630	0.063401	0.074230	0.067579	0.068419	0.072870	0.048849	0.075262	0.079897	0.078241	0.039283
is	0.068717	0.066011	0.057374	0.057154	0.071493	0.060968	0.065598	0.061609	0.062849	0.081668	0.063829	0.086931	0.079214	0.070019	0.046565
at	0.092630	0.061811	0.048032	0.043715	0.067675	0.051954	0.084090	0.058008	0.061914	0.070195	0.066086	0.088092	0.083632	0.078774	0.043392
a	0.070703	0.058148	0.058744	0.034790	0.068194	0.064197	0.065909	0.079066	0.058368	0.071243	0.057233	0.092231	0.092987	0.083234	0.044954
diner	0.071366	0.077023	0.054666	0.049482	0.066988	0.069701	0.083304	0.061634	0.062202	0.065426	0.052678	0.073886	0.093420	0.072705	0.045518
,	0.082939	0.061049	0.068928	0.051589	0.064370	0.059800	0.063383	0.061836	0.051804	0.074668	0.047087	0.081440	0.101069	0.080441	0.049596
ordering	0.073701	0.070391	0.058365	0.053935	0.071628	0.071999	0.070812	0.054070	0.062828	0.083864	0.044669	0.089872	0.074431	0.077860	0.041576
an	0.096262	0.053587	0.067885	0.047996	0.060559	0.072645	0.064577	0.065206	0.052782	0.085269	0.056007	0.090633	0.072434	0.069172	0.044984
o	0.086532	0.055787	0.062251	0.046446	0.070593	0.071463	0.072387	0.071094	0.057368	0.074900	0.053312	0.070359	0.084174	0.070188	0.053145
##mel	0.082243	0.068142	0.074242	0.049956	0.060615	0.056871	0.089913	0.076464	0.058731	0.076685	0.065328	0.062914	0.072140	0.057800	0.047956
##ette	0.078375	0.078254	0.061951	0.056454	0.065529	0.070421	0.068209	0.073306	0.057205	0.070444	0.063711	0.067729	0.083313	0.059664	0.045437
.	0.066247	0.061975	0.057069	0.052420	0.059059	0.072049	0.070318	0.078091	0.062852	0.081654	0.040893	0.075933	0.083355	0.092505	0.045580
[SEP]	0.087179	0.061859	0.063331	0.041718	0.068114	0.053070	0.071273	0.048385	0.062581	0.097830	0.057545	0.087817	0.079882	0.074072	0.045345
