TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.051907	0.045424	0.115195	0.061100	0.072058	0.069348	0.072265	0.083663	0.067972	0.067726	0.047224	0.042869	0.051862	0.072112	0.079273
A	0.069831	0.066162	0.069928	0.084178	0.065357	0.059645	0.056740	0.081466	0.053199	0.048348	0.068881	0.064981	0.056994	0.075379	0.078912
person	0.075207	0.053382	0.079673	0.058501	0.070940	0.039872	0.056123	0.075316	0.053542	0.060743	0.077515	0.069293	0.056805	0.073869	0.099220
is	0.053301	0.063338	0.093593	0.072949	0.056118	0.045521	0.056530	0.075613	0.071811	0.074933	0.082425	0.065156	0.055125	0.069647	0.063938
at	0.073131	0.088025	0.053240	0.078428	0.061438	0.069867	0.056544	0.065667	0.060493	0.056730	0.074415	0.069990	0.061382	0.064537	0.066114
a	0.067360	0.077025	0.070247	0.089313	0.062485	0.051244	0.070321	0.068770	0.067487	0.056616	0.077091	0.046577	0.048394	0.074873	0.072200
diner	0.058961	0.059734	0.089013	0.061312	0.060164	0.054897	0.072177	0.072309	0.070081	0.080890	0.074265	0.061428	0.067151	0.060482	0.057138
,	0.050726	0.065867	0.080435	0.097604	0.049178	0.076070	0.062334	0.065629	0.051310	0.057772	0.082958	0.063318	0.069047	0.078839	0.048914
ordering	0.075015	0.052435	0.085522	0.052957	0.068966	0.071021	0.068444	0.067712	0.061032	0.055388	0.064367	0.084231	0.072838	0.076845	0.043228
an	0.055255	0.058025	0.079926	0.072018	0.060861	0.066532	0.073413	0.069859	0.055270	0.063193	0.063620	0.061264	0.079553	0.079136	0.062074
o	0.067995	0.060303	0.076515	0.067075	0.072157	0.061823	0.053943	0.066472	0.065601	0.077409	0.066386	0.065855	0.055529	0.070831	0.072107
##mel	0.071431	0.078457	0.103339	0.061867	0.069666	0.049322	0.063495	0.055971	0.048346	0.070708	0.050697	0.064408	0.049963	0.096096	0.066232
##ette	0.036795	0.105674	0.065416	0.063428	0.069767	0.074242	0.066923	0.068718	0.069892	0.052460	0.072429	0.080981	0.066664	0.059734	0.046877
.	0.061348	0.073314	0.086071	0.050314	0.075055	0.054683	0.055851	0.056652	0.063276	0.093285	0.059403	0.052968	0.046287	0.095281	0.076213
[SEP]	0.050129	0.072285	0.053934	0.075101	0.064820	0.059794	0.073224	0.098750	0.065327	0.057801	0.055880	0.067185	0.078190	0.055411	0.072170
