TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.048717	0.069985	0.080219	0.061262	0.075081	0.061616	0.041159	0.068261	0.094983	0.071351	0.054657	0.056918	0.057042	0.079792	0.078958
A	0.057609	0.077117	0.076362	0.072115	0.061033	0.047443	0.044278	0.082699	0.131852	0.063934	0.033648	0.066666	0.036804	0.066560	0.081882
person	0.073320	0.073994	0.082964	0.060263	0.057201	0.057790	0.076919	0.081731	0.074737	0.082111	0.048077	0.062047	0.049314	0.045946	0.073586
is	0.083007	0.081792	0.060500	0.074975	0.059814	0.061811	0.060046	0.044535	0.080124	0.081261	0.067727	0.055242	0.064522	0.062160	0.062483
at	0.069744	0.070450	0.068355	0.105119	0.054391	0.067208	0.066455	0.062041	0.088822	0.066473	0.043762	0.056039	0.047396	0.064439	0.069306
a	0.051629	0.066618	0.063638	0.102199	0.050336	0.044640	0.050333	0.065912	0.145744	0.035214	0.075891	0.069684	0.067964	0.050696	0.059501
diner	0.069991	0.051372	0.055432	0.067461	0.066680	0.064768	0.041882	0.059505	0.062309	0.072414	0.060361	0.060342	0.080549	0.097247	0.089686
,	0.066053	0.078399	0.057227	0.106336	0.083214	0.045059	0.037983	0.049118	0.072597	0.062526	0.067535	0.054250	0.056931	0.078454	0.084318
ordering	0.073483	0.055112	0.067448	0.122281	0.065230	0.043805	0.043835	0.064899	0.117804	0.056785	0.052005	0.049837	0.051721	0.068559	0.067196
an	0.048639	0.057900	0.055728	0.139106	0.053347	0.054135	0.056270	0.058917	0.119211	0.073982	0.049641	0.053501	0.056820	0.060051	0.062753
o	0.053833	0.071664	0.103794	0.070713	0.053091	0.072640	0.074231	0.062968	0.081440	0.045556	0.066543	0.070069	0.062348	0.053636	0.057475
##mel	0.054851	0.079173	0.078457	0.098470	0.061367	0.054704	0.061779	0.070038	0.111673	0.050577	0.035012	0.060527	0.054413	0.062092	0.066866
##ette	0.075278	0.083351	0.068083	0.080150	0.055916	0.066519	0.047287	0.060379	0.071413	0.070437	0.059445	0.052125	0.075039	0.058249	0.076328
.	0.072202	0.072401	0.075007	0.114256	0.067204	0.046274	0.047317	0.067154	0.061523	0.066589	0.059156	0.062376	0.059110	0.056328	0.073102
[SEP]	0.083207	0.058269	0.071923	0.078937	0.057991	0.056778	0.049911	0.058563	0.087880	0.057745	0.083199	0.062520	0.073799	0.069131	0.050147
