TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.098060	0.051774	0.053908	0.054026	0.056942	0.059751	0.085999	0.058444	0.068578	0.059499	0.060309	0.087707	0.067592	0.077934	0.059479
A	0.065797	0.070361	0.048137	0.062905	0.079015	0.080601	0.062329	0.066421	0.070706	0.073283	0.059523	0.069439	0.066227	0.062402	0.062854
person	0.067239	0.079399	0.068028	0.048552	0.078092	0.068351	0.075988	0.050730	0.079570	0.071926	0.051135	0.089637	0.059421	0.072939	0.038992
is	0.088808	0.057528	0.048708	0.056431	0.066113	0.061698	0.073259	0.064630	0.079842	0.062271	0.058408	0.074743	0.073879	0.062029	0.071653
at	0.072991	0.051592	0.042130	0.060345	0.062008	0.074051	0.086324	0.060697	0.072372	0.076444	0.057059	0.087353	0.066001	0.059901	0.070733
a	0.080844	0.061885	0.058659	0.066017	0.072269	0.082816	0.065780	0.057429	0.057149	0.066224	0.051055	0.083798	0.062811	0.057374	0.075891
diner	0.088977	0.068868	0.043423	0.058633	0.069455	0.069637	0.059389	0.065333	0.073746	0.062421	0.049425	0.094260	0.070814	0.067283	0.058336
,	0.089710	0.062656	0.050897	0.053197	0.048633	0.078485	0.076993	0.053850	0.072769	0.075680	0.048235	0.090949	0.065823	0.080562	0.051562
ordering	0.066048	0.060589	0.052305	0.067614	0.060515	0.068106	0.068607	0.074325	0.069298	0.064221	0.057599	0.078627	0.086180	0.060682	0.065282
an	0.088934	0.058534	0.041953	0.043102	0.069995	0.069981	0.068519	0.059955	0.085492	0.067886	0.057974	0.087317	0.068906	0.080206	0.051247
o	0.084475	0.063030	0.052770	0.060763	0.065320	0.056174	0.058384	0.085074	0.071560	0.055485	0.054550	0.077267	0.064865	0.090838	0.059443
##mel	0.095816	0.062997	0.045275	0.056007	0.078082	0.059179	0.067999	0.061863	0.077351	0.070848	0.056295	0.069194	0.071913	0.077794	0.049387
##ette	0.089467	0.054694	0.044872	0.052659	0.063323	0.084852	0.067585	0.058406	0.076243	0.085029	0.060991	0.066037	0.067461	0.067450	0.060934
.	0.069247	0.058239	0.046559	0.050992	0.060834	0.065619	0.076081	0.062863	0.086817	0.064509	0.061290	0.084141	0.073085	0.083550	0.056176
[SEP]	0.080498	0.055454	0.049633	0.058568	0.061128	0.109436	0.052437	0.055862	0.053764	0.074598	0.060372	0.088505	0.064941	0.071083	0.063721
