TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.046728	0.061336	0.070553	0.073240	0.073160	0.053925	0.076398	0.091674	0.058180	0.074259	0.061545	0.068675	0.067733	0.047574	0.075018
A	0.054784	0.065681	0.078611	0.053568	0.078081	0.086664	0.080438	0.051538	0.043252	0.079714	0.073105	0.068853	0.063728	0.045092	0.076891
person	0.047503	0.055719	0.053354	0.097932	0.081397	0.045844	0.106762	0.108125	0.033086	0.065501	0.081067	0.043733	0.060971	0.062039	0.056966
is	0.081418	0.061382	0.067107	0.056615	0.073065	0.055183	0.076718	0.054713	0.065268	0.064941	0.088142	0.072157	0.048081	0.057485	0.077726
at	0.070475	0.068799	0.052378	0.083272	0.048139	0.053287	0.056350	0.076800	0.060771	0.054044	0.083419	0.081793	0.062079	0.083636	0.064757
a	0.055131	0.057681	0.069471	0.050101	0.082588	0.083201	0.071344	0.082146	0.055738	0.070872	0.066237	0.051333	0.068743	0.057105	0.078309
diner	0.056341	0.065362	0.041967	0.084774	0.060486	0.051358	0.085189	0.088311	0.062975	0.062735	0.089521	0.061783	0.069531	0.056055	0.063613
,	0.043704	0.051404	0.062969	0.121568	0.092265	0.068320	0.075518	0.063506	0.046489	0.075943	0.067466	0.055183	0.059677	0.060148	0.055838
ordering	0.104585	0.054182	0.064393	0.043928	0.076753	0.059538	0.080271	0.091886	0.042952	0.073878	0.056302	0.052662	0.088048	0.059981	0.050641
an	0.085832	0.084326	0.046482	0.085935	0.053527	0.044694	0.063408	0.056456	0.062893	0.070893	0.064821	0.070976	0.057785	0.085136	0.066838
o	0.059380	0.045600	0.067638	0.100764	0.072410	0.070761	0.072080	0.090809	0.044065	0.086440	0.048695	0.050001	0.072495	0.054630	0.064232
##mel	0.065963	0.069803	0.059353	0.067011	0.055914	0.053674	0.060273	0.077329	0.060834	0.073735	0.072743	0.060376	0.067502	0.076572	0.078917
##ette	0.069613	0.065587	0.051151	0.066135	0.076676	0.066047	0.055577	0.052212	0.054923	0.060087	0.074560	0.064656	0.106823	0.085662	0.050290
.	0.058092	0.059407	0.050429	0.072970	0.073690	0.050599	0.118750	0.080805	0.045713	0.074563	0.060409	0.055099	0.056308	0.071370	0.071796
[SEP]	0.072757	0.056534	0.053313	0.094064	0.069629	0.051197	0.092037	0.064709	0.041799	0.082447	0.068912	0.080224	0.047044	0.056828	0.068505
