TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.078970	0.096764	0.069608	0.052067	0.071191	0.059490	0.059188	0.074113	0.060191	0.052693	0.061733	0.078428	0.063753	0.062963	0.058847
A	0.077978	0.073785	0.103058	0.062675	0.070140	0.077074	0.046997	0.068122	0.064971	0.066065	0.055158	0.055151	0.059903	0.067223	0.051699
person	0.078693	0.071336	0.070887	0.060342	0.071443	0.054973	0.039253	0.083435	0.080407	0.060054	0.058643	0.058519	0.080778	0.079680	0.051556
is	0.100596	0.097071	0.086666	0.049257	0.064926	0.062045	0.032833	0.059836	0.050043	0.066268	0.064156	0.057912	0.074000	0.084350	0.050042
at	0.080562	0.064536	0.074278	0.050442	0.049810	0.078053	0.050333	0.093377	0.061515	0.057925	0.059241	0.066930	0.066479	0.084489	0.062030
a	0.084173	0.073353	0.109854	0.057514	0.054980	0.071042	0.051402	0.061461	0.054007	0.070296	0.075939	0.065527	0.059585	0.063548	0.047321
diner	0.080192	0.081171	0.063918	0.053827	0.065368	0.070914	0.046567	0.068526	0.067112	0.068324	0.068763	0.056222	0.074733	0.079690	0.054673
,	0.081827	0.070015	0.088454	0.064637	0.047876	0.055550	0.043672	0.093251	0.060654	0.060530	0.060517	0.063116	0.094578	0.063618	0.051705
ordering	0.096433	0.066697	0.079077	0.061743	0.073173	0.060732	0.041461	0.057310	0.057818	0.048284	0.079013	0.064994	0.069352	0.080108	0.063807
an	0.066381	0.075034	0.114312	0.060753	0.070845	0.071004	0.039193	0.068422	0.078833	0.052973	0.057666	0.065954	0.061862	0.063907	0.052862
o	0.057536	0.064462	0.095240	0.044764	0.077812	0.073861	0.046590	0.072320	0.062194	0.070351	0.062064	0.060874	0.076685	0.077188	0.058061
##mel	0.060892	0.077236	0.099794	0.037282	0.083839	0.083652	0.040170	0.056961	0.064302	0.059071	0.053430	0.068389	0.066582	0.086916	0.061483
##ette	0.096777	0.066289	0.083540	0.047123	0.050751	0.071270	0.040320	0.068600	0.069104	0.067346	0.066637	0.073425	0.063943	0.084936	0.049942
.	0.068923	0.078521	0.068914	0.060183	0.067880	0.066840	0.057425	0.071013	0.059830	0.063061	0.054013	0.073817	0.067367	0.096159	0.046054
[SEP]	0.084583	0.074320	0.124031	0.047216	0.045621	0.082298	0.035081	0.091783	0.048479	0.059910	0.057937	0.066433	0.056559	0.076315	0.049433
