TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.046100	0.063316	0.073734	0.031511	0.112297	0.066483	0.048527	0.050922	0.084202	0.064346	0.063477	0.096369	0.054932	0.086589	0.057196
A	0.049264	0.087342	0.072814	0.049276	0.068201	0.084298	0.082666	0.060436	0.077449	0.062977	0.061097	0.089177	0.044364	0.052127	0.058512
person	0.045683	0.079003	0.053924	0.049568	0.090692	0.056363	0.064486	0.063018	0.082769	0.061721	0.068191	0.067147	0.064525	0.083977	0.068933
is	0.041673	0.049868	0.073316	0.045841	0.139162	0.058035	0.058565	0.067828	0.076834	0.055805	0.053501	0.079694	0.065370	0.065421	0.069085
at	0.033371	0.056816	0.049265	0.040726	0.130555	0.070876	0.066118	0.048015	0.086207	0.074875	0.056085	0.077734	0.060820	0.085271	0.063266
a	0.048940	0.057175	0.083075	0.051756	0.089372	0.068139	0.070540	0.052431	0.085611	0.059117	0.057351	0.066066	0.049019	0.070339	0.091068
diner	0.047995	0.052303	0.068278	0.046062	0.111801	0.067223	0.062200	0.085688	0.070734	0.051138	0.052009	0.080079	0.063775	0.093482	0.047235
,	0.056204	0.057383	0.058222	0.047870	0.096065	0.061585	0.058160	0.077981	0.073419	0.067791	0.057504	0.065805	0.073869	0.087329	0.060813
ordering	0.045096	0.043991	0.066828	0.040543	0.134526	0.053179	0.059830	0.050484	0.065063	0.062656	0.069423	0.095913	0.071847	0.084457	0.056164
an	0.048829	0.061918	0.062909	0.030476	0.101278	0.096366	0.054578	0.076113	0.076090	0.049996	0.069730	0.075588	0.066507	0.068199	0.061423
o	0.053060	0.059781	0.095865	0.034413	0.072126	0.059912	0.083197	0.062342	0.079197	0.078903	0.051956	0.108239	0.053195	0.058973	0.048839
##mel	0.057726	0.062612	0.065549	0.054702	0.079774	0.062608	0.056209	0.061780	0.115573	0.067531	0.049599	0.068421	0.058668	0.072181	0.067067
##ette	0.062266	0.073309	0.080300	0.035785	0.085097	0.069153	0.067717	0.062528	0.067819	0.074805	0.064601	0.075566	0.056198	0.076386	0.048470
.	0.051731	0.054832	0.081719	0.038447	0.089130	0.068711	0.059058	0.054134	0.093310	0.052394	0.063406	0.094234	0.066034	0.082291	0.050569
[SEP]	0.059248	0.050087	0.058472	0.046420	0.081403	0.054160	0.066515	0.046611	0.064793	0.079422	0.082675	0.080559	0.080236	0.069156	0.080244
