TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.053383	0.057883	0.077666	0.066620	0.054640	0.050065	0.054839	0.074711	0.061945	0.064852	0.128015	0.072435	0.046443	0.059746	0.076757
A	0.077054	0.055420	0.075247	0.084653	0.040981	0.054722	0.045664	0.059167	0.069855	0.075057	0.067782	0.074173	0.069807	0.075441	0.074977
person	0.048581	0.064174	0.065681	0.064724	0.062395	0.068704	0.061187	0.076800	0.066432	0.086733	0.081254	0.063212	0.066112	0.052222	0.071790
is	0.077019	0.063439	0.050030	0.072331	0.071861	0.049329	0.077289	0.079131	0.115052	0.061534	0.057746	0.053253	0.066945	0.045041	0.059997
at	0.089585	0.058311	0.060289	0.068257	0.061336	0.067331	0.059467	0.071753	0.071473	0.074337	0.048590	0.073961	0.061443	0.060647	0.073222
a	0.070448	0.058176	0.085367	0.079809	0.060107	0.054394	0.058367	0.068441	0.063511	0.088159	0.059510	0.073681	0.069054	0.054694	0.056282
diner	0.078358	0.049611	0.061192	0.072561	0.051077	0.064546	0.070764	0.086135	0.088884	0.056708	0.048776	0.059620	0.089075	0.058687	0.064005
,	0.056819	0.066757	0.091825	0.055187	0.058822	0.058059	0.081988	0.102003	0.065092	0.083404	0.074984	0.055711	0.050942	0.049238	0.049169
ordering	0.067539	0.070537	0.063800	0.071925	0.051492	0.071463	0.083187	0.077480	0.075790	0.052766	0.062140	0.059429	0.069858	0.057055	0.065541
an	0.054325	0.054994	0.089632	0.067149	0.066060	0.059261	0.065609	0.085156	0.047491	0.084889	0.069502	0.057421	0.071950	0.056257	0.070303
o	0.083457	0.065879	0.058239	0.063626	0.087915	0.060424	0.076737	0.066286	0.076131	0.067321	0.050857	0.048095	0.082331	0.050857	0.061846
##mel	0.078267	0.044952	0.063529	0.070069	0.058121	0.074144	0.066112	0.080364	0.061246	0.075774	0.058895	0.077805	0.070267	0.061472	0.058984
##ette	0.057279	0.067648	0.072556	0.084318	0.044922	0.072795	0.066703	0.111985	0.062826	0.081515	0.059306	0.062705	0.069182	0.036781	0.049479
.	0.052282	0.073904	0.048303	0.070360	0.068990	0.074320	0.049451	0.085117	0.061774	0.080156	0.066681	0.075586	0.073790	0.039224	0.080062
[SEP]	0.080361	0.075531	0.054229	0.057821	0.062154	0.067563	0.066102	0.096250	0.063482	0.069586	0.052798	0.056015	0.066965	0.062266	0.068876
