TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.046342	0.049902	0.066763	0.060216	0.055750	0.070312	0.067243	0.067725	0.066012	0.074467	0.047907	0.088966	0.100992	0.058810	0.078592
A	0.055347	0.083221	0.063889	0.063287	0.048340	0.074071	0.064064	0.074474	0.079323	0.055467	0.061521	0.080670	0.064369	0.044390	0.087567
person	0.061520	0.050478	0.066287	0.071140	0.067039	0.079352	0.057501	0.084298	0.073645	0.055691	0.049103	0.089018	0.071941	0.041603	0.081383
is	0.041668	0.060589	0.056603	0.072122	0.060478	0.069597	0.059189	0.083098	0.052897	0.095245	0.045746	0.065221	0.123134	0.045623	0.068790
at	0.053557	0.058845	0.061819	0.073835	0.084867	0.065817	0.054322	0.071336	0.058289	0.098447	0.056649	0.067268	0.071013	0.054905	0.069031
a	0.029903	0.066643	0.077132	0.051620	0.069797	0.075437	0.066686	0.080477	0.059132	0.073309	0.065187	0.069790	0.078494	0.042736	0.093657
diner	0.050694	0.064624	0.055516	0.071567	0.075129	0.061375	0.061293	0.085206	0.095405	0.077270	0.032467	0.075326	0.084281	0.046231	0.063615
,	0.065602	0.069745	0.052766	0.061886	0.064571	0.057034	0.057335	0.065855	0.078099	0.056888	0.055043	0.062721	0.098704	0.081485	0.072265
ordering	0.060301	0.064001	0.050630	0.092572	0.052042	0.090012	0.053422	0.064710	0.059618	0.082710	0.052312	0.062204	0.094887	0.050016	0.070562
an	0.076559	0.069124	0.062574	0.084369	0.044326	0.072211	0.071691	0.060562	0.062711	0.058630	0.046397	0.099131	0.063366	0.055618	0.072732
o	0.044854	0.055035	0.048949	0.082427	0.065324	0.081016	0.054708	0.073203	0.078249	0.086862	0.060824	0.067811	0.065769	0.049200	0.085769
##mel	0.051833	0.055867	0.064609	0.044840	0.081479	0.068675	0.052902	0.095803	0.060807	0.117280	0.055554	0.061739	0.088493	0.056307	0.043813
##ette	0.053857	0.050829	0.060633	0.042206	0.093840	0.063905	0.051621	0.083327	0.092146	0.074472	0.073381	0.065249	0.072229	0.050187	0.072117
.	0.042334	0.051838	0.074840	0.091047	0.062849	0.072177	0.076000	0.093125	0.074909	0.065935	0.047902	0.074035	0.081508	0.038655	0.052846
[SEP]	0.077279	0.050420	0.064375	0.056539	0.113648	0.068194	0.057435	0.065765	0.077771	0.051145	0.039208	0.053437	0.132105	0.050435	0.042245
