TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.066888	0.090712	0.058752	0.065013	0.070416	0.062007	0.072993	0.063662	0.061649	0.088941	0.069149	0.048607	0.065754	0.060272	0.055186
A	0.067543	0.060417	0.060063	0.098308	0.068452	0.049370	0.056405	0.074341	0.080790	0.087719	0.055361	0.053576	0.084339	0.048795	0.054520
person	0.106675	0.091230	0.070037	0.079871	0.056338	0.053781	0.068949	0.074649	0.056112	0.064425	0.065189	0.036417	0.076661	0.048768	0.050896
is	0.079883	0.072516	0.056282	0.085093	0.059345	0.058742	0.060389	0.085710	0.058624	0.088098	0.067093	0.050403	0.080398	0.051016	0.046409
at	0.072132	0.068546	0.056657	0.097071	0.062208	0.054577	0.071589	0.074272	0.068327	0.081842	0.054581	0.045260	0.076488	0.063367	0.053082
a	0.063159	0.065230	0.070777	0.075425	0.075211	0.059717	0.065835	0.073049	0.076630	0.077308	0.038518	0.044637	0.076283	0.070097	0.068125
diner	0.062794	0.055813	0.069043	0.078972	0.089442	0.059714	0.057122	0.068941	0.066399	0.072216	0.056694	0.061275	0.075508	0.060671	0.065397
,	0.077244	0.096749	0.073797	0.083879	0.078522	0.050712	0.061676	0.069039	0.050200	0.073125	0.059979	0.040304	0.061396	0.059370	0.064007
ordering	0.088337	0.056186	0.078292	0.084791	0.074157	0.047926	0.059015	0.087429	0.068046	0.109640	0.052890	0.045171	0.055336	0.043977	0.048806
an	0.076498	0.060109	0.056567	0.085158	0.076214	0.040848	0.065979	0.077108	0.084718	0.085279	0.065884	0.059376	0.074753	0.055945	0.035565
o	0.100055	0.071814	0.074325	0.069955	0.054524	0.050531	0.050951	0.067701	0.053834	0.097422	0.076279	0.041381	0.076796	0.055450	0.058984
##mel	0.073480	0.054568	0.076530	0.085293	0.076986	0.051454	0.057404	0.090721	0.072503	0.075188	0.054490	0.050989	0.072663	0.059286	0.048443
##ette	0.068951	0.070036	0.064403	0.103752	0.078311	0.056155	0.059437	0.080864	0.052265	0.094552	0.058915	0.038241	0.076241	0.053372	0.044503
.	0.077543	0.071740	0.072834	0.074826	0.068235	0.051007	0.053359	0.080980	0.052875	0.073351	0.065135	0.042514	0.079336	0.058332	0.077934
[SEP]	0.071970	0.062182	0.055857	0.093884	0.048834	0.056791	0.072289	0.096484	0.062578	0.073034	0.054896	0.048990	0.070971	0.060363	0.070876
