TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.053397	0.073264	0.056448	0.045569	0.049021	0.104043	0.088051	0.060567	0.042342	0.091786	0.057316	0.079986	0.052033	0.087481	0.058695
A	0.073988	0.103695	0.056006	0.049860	0.054537	0.080979	0.083256	0.062966	0.062816	0.070281	0.064328	0.059252	0.030769	0.088030	0.059238
person	0.046140	0.074193	0.070652	0.062170	0.059809	0.081748	0.092141	0.072407	0.059024	0.074900	0.060968	0.080182	0.043391	0.065099	0.057176
is	0.098274	0.057435	0.053873	0.060579	0.059958	0.075938	0.056414	0.063219	0.079785	0.058101	0.068884	0.073693	0.048149	0.084179	0.061519
at	0.042716	0.103779	0.084600	0.080693	0.055293	0.088145	0.075415	0.045343	0.065733	0.057827	0.058004	0.062772	0.054437	0.050993	0.074250
a	0.043899	0.087057	0.081300	0.071376	0.043556	0.096266	0.077675	0.066338	0.060331	0.078979	0.053808	0.078900	0.040578	0.067473	0.052464
diner	0.063089	0.067596	0.052599	0.059458	0.053967	0.089873	0.070881	0.056500	0.080111	0.077961	0.074083	0.070955	0.053599	0.072261	0.057068
,	0.072441	0.061530	0.060589	0.083400	0.071333	0.085754	0.059361	0.056369	0.089062	0.054063	0.073284	0.059411	0.052864	0.058295	0.062243
ordering	0.061272	0.073894	0.082241	0.049217	0.083316	0.062212	0.101280	0.073342	0.054325	0.079157	0.055401	0.061819	0.038653	0.053841	0.070030
an	0.051903	0.093637	0.067495	0.053699	0.055688	0.123710	0.058649	0.059027	0.061117	0.075170	0.066475	0.061216	0.044939	0.074090	0.053184
o	0.060253	0.085891	0.082112	0.070900	0.042775	0.136705	0.060526	0.075713	0.045511	0.065175	0.044829	0.071372	0.039649	0.066223	0.052366
##mel	0.058993	0.093511	0.090515	0.083849	0.041777	0.110888	0.074311	0.041584	0.058344	0.053195	0.053487	0.079593	0.041569	0.045020	0.073363
##ette	0.082781	0.063138	0.070800	0.086393	0.042747	0.060840	0.065724	0.067192	0.092784	0.055631	0.062188	0.072742	0.043708	0.063200	0.070132
.	0.066994	0.071626	0.086944	0.059108	0.051135	0.098834	0.069853	0.063525	0.062886	0.067707	0.065823	0.060339	0.046353	0.062877	0.065996
[SEP]	0.067924	0.063107	0.064322	0.090083	0.057010	0.082990	0.058701	0.068917	0.097007	0.051414	0.072242	0.055826	0.060632	0.055709	0.054114
